Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpPatternMode,InpExitMode,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
0,6637.29,331.86450,2.05102,2.28488,2.56145,2.8354,20,-1.3059,-2032,-2031.61,772327,16385,1,1,1.5,0,0.1,1.5,14,0,0,5,1,0,300,3,1,LARRY,1
1,6637.29,331.86450,2.05102,2.28488,2.56145,2.8354,20,-1.3059,-2032,-2031.61,772328,16385,1,1,1.5,0,0.1,1.5,14,0,0,5,1,0,300,3,1,LARRY,1
