Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpPatternMode,InpExitMode,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
1,1939.97,107.77611,1.27443,0.56600,0.75419,3.3176,18,-1.0267,-2235,-2235.22,772328,16385,1,1,1.5,0,0.1,1.5,14,0,0,5,1,0,300,3,1,LARRY,1
0,1939.97,107.77611,1.27443,0.56600,0.75419,3.3176,18,-1.0267,-2235,-2235.22,772327,16385,1,1,1.5,0,0.1,1.5,14,0,0,5,1,0,300,3,1,LARRY,1
