Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpPatternMode,InpExitMode,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
1,2017.64,183.42182,1.96588,1.20028,1.22571,1.6328,11,-1.0323,-1032,-1032.08,772330,16385,0,0,1.5,0,0.1,1.5,14,0,0,5,0,1,300,3,1,LARRY,1
0,2017.64,183.42182,1.96588,1.20028,1.22571,1.6328,11,-1.0323,-1032,-1032.08,772329,16385,0,0,1.5,0,0.1,1.5,14,0,0,5,0,1,300,3,1,LARRY,1
