Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpPatternMode,InpExitMode,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
0,4595.93,183.83720,1.85388,0.82953,2.50691,5.2442,25,-1.0186,-4257,-4257.02,772329,16385,0,0,1.5,0,0.1,1.5,14,0,0,5,0,1,300,3,1,LARRY,1
1,4595.93,183.83720,1.85388,0.82953,2.50691,5.2442,25,-1.0186,-4257,-4257.02,772330,16385,0,0,1.5,0,0.1,1.5,14,0,0,5,0,1,300,3,1,LARRY,1
