Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpPatternMode,InpExitMode,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
0,1401.31,73.75316,1.26285,0.27622,0.62144,4.8482,19,-1.0141,-2077,-2077.46,772331,16385,1,0,1.5,0,0.1,1.5,14,0,0,5,1,0,300,3,1,LARRY,1
1,1401.31,73.75316,1.26285,0.27622,0.62144,4.8482,19,-1.0141,-2077,-2077.46,772332,16385,1,0,1.5,0,0.1,1.5,14,0,0,5,1,0,300,3,1,LARRY,1
