file: C:\Users\Administrator\abtg_storico_indici\D30EUR_M1.csv
barre M1: 1718805
anni scaricati: 2010 2011 2012 2013 2014 2015 2016 2017 2018

--- prime righe ---
Time,Open,High,Low,Close,Volume
2010.11.15 02:00,6709.000000,6709.500000,6703.500000,6705.000000,0
2010.11.15 02:01,6705.000000,6710.500000,6705.000000,6710.000000,0
2010.11.15 02:02,6710.500000,6713.500000,6710.500000,6713.500000,0
2010.11.15 02:03,6713.500000,6713.500000,6711.500000,6712.000000,0
2010.11.15 02:04,6712.500000,6715.000000,6712.500000,6714.000000,0

--- ultime righe ---
2018.12.28 16:11,10566.510000,10566.510000,10561.010000,10566.510000,0
2018.12.28 16:12,10565.410000,10566.510000,10564.310000,10565.410000,0
2018.12.28 16:13,10566.510000,10573.110000,10564.310000,10567.610000,0
