file: C:\Users\Administrator\abtg_storico_indici\NASUSD_M1.csv
barre M1: 5261984
anni scaricati: 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025 2026

--- prime righe ---
Time,Open,High,Low,Close,Volume
2010.11.14 18:01,2135.000000,2135.000000,2134.500000,2134.500000,0
2010.11.14 18:02,2134.000000,2134.500000,2134.000000,2134.250000,0
2010.11.14 18:03,2134.000000,2134.500000,2134.000000,2134.500000,0
2010.11.14 18:04,2135.000000,2135.000000,2135.000000,2135.000000,0
2010.11.14 18:05,2135.000000,2135.750000,2135.000000,2135.750000,0

--- ultime righe ---
2026.08.31 23:56,29430.975000,29434.008000,29430.442000,29431.809000,0
2026.08.31 23:57,29431.632000,29432.189000,29429.931000,29429.931000,0
2026.08.31 23:58,29429.775000,29433.243000,29429.008000,29433.243000,0
