file: C:\Users\Administrator\abtg_storico_indici\SPXUSD_M1.csv
barre M1: 4627209
anni scaricati: 2010 2011 2012 2013 2014 2015 2016 2017 2018 2019 2020 2021 2022 2023 2024 2025 2026

--- prime righe ---
Time,Open,High,Low,Close,Volume
2010.11.14 18:00,1195.500000,1195.750000,1195.500000,1195.750000,0
2010.11.14 18:01,1195.500000,1195.750000,1195.500000,1195.500000,0
2010.11.14 18:02,1195.250000,1195.500000,1195.000000,1195.250000,0
2010.11.14 18:03,1195.500000,1195.500000,1195.500000,1195.500000,0
2010.11.14 18:04,1195.750000,1195.750000,1195.500000,1195.750000,0

--- ultime righe ---
2026.08.31 23:56,7685.492000,7685.878000,7685.381000,7685.878000,0
2026.08.31 23:57,7685.622000,7685.622000,7685.381000,7685.613000,0
2026.08.31 23:58,7685.378000,7685.875000,7685.363000,7685.875000,0
