Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpLinRegLen,InpPlotMode,InpPlotLen,InpCciPeriod,InpPivotL,InpPivotR,InpPivotSource,InpMaxPivotDist,InpDivMaxBars,InpDivDieOnFail,InpHourStart,InpHourEnd,InpPrevBars,InpEntryWindowBars,InpMarketIfTooClose,InpSLBufferPts,InpTP_R,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpRiskPercent,InpComment,InpVerbose
0,-123.81,-3.86906,0.99331,-0.01230,-0.03808,9.9625,32,-2.2600,-5675,-5675.17,772639,16385,11,0,11,20,5,3,0,60,0,0,8,18,3,3,1,30,1.5,500,1,1,30,1,EZ TREND,1
1,-123.81,-3.86906,0.99331,-0.01230,-0.03808,9.9625,32,-2.2600,-5675,-5675.17,772640,16385,11,0,11,20,5,3,0,60,0,0,8,18,3,3,1,30,1.5,500,1,1,30,1,EZ TREND,1
