Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpLinRegLen,InpPlotMode,InpPlotLen,InpCciPeriod,InpPivotL,InpPivotR,InpPivotSource,InpMaxPivotDist,InpDivMaxBars,InpDivDieOnFail,InpHourStart,InpHourEnd,InpPrevBars,InpEntryWindowBars,InpMarketIfTooClose,InpSLBufferPts,InpTP_R,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpRiskPercent,InpComment,InpVerbose
1,-4507.47,-450.74700,0.39066,-0.94325,-1.62772,4.7691,10,-1.2479,-2998,-2997.95,772644,16385,11,0,11,20,5,3,0,60,0,0,8,18,3,3,1,30,1.5,500,1,1,30,1,EZ TREND,1
0,-4507.47,-450.74700,0.39066,-0.94325,-1.62772,4.7691,10,-1.2479,-2998,-2997.95,772643,16385,11,0,11,20,5,3,0,60,0,0,8,18,3,3,1,30,1.5,500,1,1,30,1,EZ TREND,1
