Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpLinRegLen,InpPlotMode,InpPlotLen,InpCciPeriod,InpPivotL,InpPivotR,InpPivotSource,InpMaxPivotDist,InpDivMaxBars,InpDivDieOnFail,InpHourStart,InpHourEnd,InpPrevBars,InpEntryWindowBars,InpMarketIfTooClose,InpSLBufferPts,InpTP_R,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpRiskPercent,InpComment,InpVerbose
0,-185.45,-18.54500,0.96292,-0.03467,-0.08339,5.2158,10,-1.0632,-4015,-4014.84,772675,16385,11,0,11,20,5,3,0,60,0,0,8,18,3,3,1,30,1,500,1,1,30,1,EZ TREND,1
1,-185.45,-18.54500,0.96292,-0.03467,-0.08339,5.2158,10,-1.0632,-4015,-4014.84,772676,16385,11,0,11,20,5,3,0,60,0,0,8,18,3,3,1,30,1,500,1,1,30,1,EZ TREND,1
