Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpAtrPeriodD1,InpGapMinATR,InpGapMaxATR,InpFillPct,InpSLMode,InpSLGapMult,InpAtrSlMult,InpMaxHours,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
1,1000.06,1000.06000,0.00000,5.43836,0.00000,0.1839,1,-0.1839,-0,-0.00,772622,16385,14,0.3,2,100,0,1,1.5,48,300,3,1,GAPFILL,1
0,1000.06,1000.06000,0.00000,5.43836,0.00000,0.1839,1,-0.1839,-0,-0.00,772621,16385,14,0.3,2,100,0,1,1.5,48,300,3,1,GAPFILL,1
