Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpMagic,InpTF,InpPatternMode,InpExitMode,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpComment,InpVerbose
1,1495.55,1495.55000,0.00000,1.44371,0.12197,1.0343,1,-0.9194,-0,-0.00,772700,16385,0,1,1.5,0,0.1,1.5,14,0,0,5,1,0,300,3,1,LARRY,1
0,1495.55,1495.55000,0.00000,1.44371,0.12197,1.0343,1,-0.9194,-0,-0.00,772699,16385,0,1,1.5,0,0.1,1.5,14,0,0,5,1,0,300,3,1,LARRY,1
