Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpBulgeWidthMult,InpBulgeMinBars,InpBulgeNetMoveATR,InpTF,InpBBPeriod,InpBBDev,InpStdPeriod,InpStdSmaPeriod,InpAtrPeriod,InpPatternMode,InpBulgeRefBars,InpBulgeMaxBars,InpBulgeMinImpBars,InpBulgeCandleMaxATR,InpBulgeMedianDistPct,InpBulgeEndMode,InpBulgeDirMode,InpImpulseATR,InpRientroMaxATR,InpInvViolentBars,InpZigZagATR,InpDeepSpikeATR,InpPostATRRef,InpBandRidingMaxBars,InpPostBulgeMaxBars,InpReinflateTolPct,InpUseShadowFilter,InpShadowBodyMult,InpUseRangeReduction,InpRangeReductionPct,InpContNoImpulseBandReturn,InpNarrowBars,InpStdDownMode,InpFlatSlopeATR,InpSlopeSource,InpRetestBufferATR,InpContRequireNarrow,InpContRequireStdDown,InpUseReversalCandle,InpRevBodyMaxPct,InpRevShadowMinPct,InpMinSolidita,InpSL_ATRmult,InpTPMode,InpTP1Pct,InpTPRefreshBars,InpBEatATR,InpBEMode,InpMinTPatATR,InpUseCongestionFilter,InpCongBars,InpCongCSMin,InpCongCDAStdBars,InpCongWidthDropPct,InpCongLateralATR,InpRiskPercent,InpMaxPositions,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
3,-89.52,-4.71158,0.80251,-0.41639,-2.02287,2.1484,19,-0.9854,-125,-125.38,1.20,3,1.0,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
4,-68.03,-4.53533,0.80832,-0.29861,-1.22433,2.2768,15,-0.9899,-214,-214.13,1.35,3,1.0,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
6,-79.94,-5.71000,0.75546,-0.30829,-1.32845,2.5914,14,-0.9941,-118,-117.73,1.20,2,1.5,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
1,-68.03,-4.53533,0.80832,-0.29861,-1.22433,2.2768,15,-0.9899,-214,-214.13,1.35,2,1.0,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
0,-190.66,-9.53300,0.65449,-0.60693,-4.40002,3.1393,20,-0.9953,-223,-223.37,1.20,2,1.0,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
7,-156.45,-14.22273,0.51897,-0.51885,-1.85638,3.0134,11,-0.9987,-214,-214.13,1.35,2,1.5,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
2,62.41,4.80077,1.27106,0.44710,0.95363,1.3874,13,-0.9772,-118,-117.73,1.50,2,1.0,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
5,62.41,4.80077,1.27106,0.44710,0.95363,1.3874,13,-0.9772,-118,-117.73,1.50,3,1.0,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
8,-58.32,-5.83200,0.74467,-0.28497,-0.59797,2.0452,10,-0.9890,-118,-117.73,1.50,2,1.5,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
9,-79.94,-5.71000,0.75546,-0.30829,-1.32845,2.5914,14,-0.9941,-118,-117.73,1.20,3,1.5,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
11,-58.32,-5.83200,0.74467,-0.28497,-0.59797,2.0452,10,-0.9890,-118,-117.73,1.50,3,1.5,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
10,-156.45,-14.22273,0.51897,-0.51885,-1.85638,3.0134,11,-0.9987,-214,-214.13,1.35,3,1.5,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
