Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpBulgeWidthMult,InpBulgeMinBars,InpBulgeNetMoveATR,InpTF,InpBBPeriod,InpBBDev,InpStdPeriod,InpStdSmaPeriod,InpAtrPeriod,InpPatternMode,InpBulgeRefBars,InpBulgeMaxBars,InpBulgeMinImpBars,InpBulgeCandleMaxATR,InpBulgeMedianDistPct,InpBulgeEndMode,InpBulgeDirMode,InpImpulseATR,InpRientroMaxATR,InpInvViolentBars,InpZigZagATR,InpDeepSpikeATR,InpPostATRRef,InpBandRidingMaxBars,InpPostBulgeMaxBars,InpReinflateTolPct,InpUseShadowFilter,InpShadowBodyMult,InpUseRangeReduction,InpRangeReductionPct,InpContNoImpulseBandReturn,InpNarrowBars,InpStdDownMode,InpFlatSlopeATR,InpSlopeSource,InpRetestBufferATR,InpContRequireNarrow,InpContRequireStdDown,InpUseReversalCandle,InpRevBodyMaxPct,InpRevShadowMinPct,InpMinSolidita,InpSL_ATRmult,InpTPMode,InpTP1Pct,InpTPRefreshBars,InpBEatATR,InpBEMode,InpMinTPatATR,InpUseCongestionFilter,InpCongBars,InpCongCSMin,InpCongCDAStdBars,InpCongWidthDropPct,InpCongLateralATR,InpRiskPercent,InpMaxPositions,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
0,-27.16,-1.69750,0.93381,-0.18247,-0.69274,1.4834,16,-1.0060,-101,-100.77,1.20,2,1.0,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
2,25.79,2.14917,1.10131,0.12369,0.42864,2.0623,12,-1.0060,-147,-146.70,1.50,2,1.0,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
1,-47.36,-3.38286,0.86632,-0.19895,-0.98760,2.3546,14,-1.0060,-147,-146.70,1.35,2,1.0,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
3,-27.16,-1.69750,0.93381,-0.18247,-0.69274,1.4834,16,-1.0060,-101,-100.77,1.20,3,1.0,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
5,75.14,6.83091,1.36511,0.46828,1.16481,1.5872,11,-1.0060,-100,-100.27,1.50,3,1.0,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
4,-47.36,-3.38286,0.86632,-0.19895,-0.98760,2.3546,14,-1.0060,-147,-146.70,1.35,3,1.0,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
6,-65.36,-4.08500,0.84066,-0.31041,-1.71386,2.0755,16,-1.0095,-101,-100.77,1.20,2,1.5,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
7,-113.72,-10.33818,0.67693,-0.39982,-1.72295,2.8190,11,-1.0060,-245,-245.01,1.35,2,1.5,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
8,50.46,6.30750,1.33311,0.27229,0.47487,1.8203,8,-0.9723,-147,-146.70,1.50,2,1.5,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
9,-65.36,-4.08500,0.84066,-0.31041,-1.71386,2.0755,16,-1.0095,-101,-100.77,1.20,3,1.5,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
10,-113.72,-10.33818,0.67693,-0.39982,-1.72295,2.8190,11,-1.0060,-245,-245.01,1.35,3,1.5,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
11,99.25,14.17857,1.96650,0.72695,0.86413,1.3410,7,-0.9723,-98,-98.23,1.50,3,1.5,16385,20,2,20,50,14,2,20,20,1,0,0.75,1,1,1.5,1.5,3,1.5,1.5,1,20,30,1.05,0,1.5,0,30,0,2,0,0.05,0,0.15,1,1,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
