Data Ora;Impatto;Valuta;Titolo
2013.03.21 08:30;High;EUR;German Flash Manufacturing PMI
2013.03.21 09:30;High;GBP;Retail Sales m/m
2013.03.21 09:45;High;EUR;Spanish 10-y Bond Auction
2013.03.21 10:00;High;JPY;BOJ Gov Kuroda Speaks
2013.03.21 12:30;High;USD;Unemployment Claims
2013.03.21 14:00;High;USD;Existing Home Sales
2013.03.21 14:00;High;USD;Philly Fed Manufacturing Index
2013.03.22 09:00;High;EUR;German ifo Business Climate
2013.03.25 17:15;High;USD;Fed Chairman Bernanke Speaks
2013.03.26 00:00;High;JPY;BOJ Gov Kuroda Speaks
2013.03.26 12:30;High;USD;Core Durable Goods Orders m/m
2013.03.26 14:00;High;USD;CB Consumer Confidence
2013.03.26 14:00;High;USD;New Home Sales
2013.03.27 09:30;High;GBP;Current Account
2013.03.27 10:13;High;EUR;Italian 10-y Bond Auction
2013.03.27 14:00;High;USD;Pending Home Sales m/m
2013.03.28 12:30;High;USD;Unemployment Claims
2013.04.01 14:00;High;USD;ISM Manufacturing PMI
2013.04.02 07:45;High;EUR;Italian Manufacturing PMI
2013.04.02 08:30;High;GBP;Final Manufacturing PMI
2013.04.03 08:30;High;GBP;Construction PMI
2013.04.03 12:15;High;USD;ADP Non-Farm Employment Change
2013.04.03 14:00;High;USD;ISM Services PMI
2013.04.04 04:40;High;JPY;Monetary Policy Statement
2013.04.04 04:40;High;JPY;Overnight Call Rate
2013.04.04 07:34;High;JPY;BOJ Press Conference
2013.04.04 08:30;High;GBP;Final Services PMI
2013.04.04 11:00;High;GBP;Asset Purchase Facility
2013.04.04 11:00;High;GBP;Official Bank Rate
2013.04.04 11:45;High;EUR;Main Refinancing Rate
2013.04.04 12:30;High;EUR;ECB Press Conference
2013.04.04 12:30;High;USD;Unemployment Claims
2013.04.04 14:30;High;USD;Fed Chairman Bernanke Speaks
2013.04.05 01:00;High;JPY;BOJ Gov Kuroda Speaks
2013.04.05 12:30;High;USD;Non-Farm Employment Change
2013.04.05 12:30;High;USD;Trade Balance
2013.04.05 12:30;High;USD;Unemployment Rate
2013.04.07 23:50;High;JPY;Current Account
2013.04.08 23:15;High;USD;Fed Chairman Bernanke Speaks
2013.04.09 08:30;High;GBP;Manufacturing Production m/m
2013.04.10 13:00;High;USD;FOMC Meeting Minutes
2013.04.11 12:30;High;USD;Unemployment Claims
2013.04.12 03:10;High;JPY;BOJ Gov Kuroda Speaks
2013.04.12 12:30;High;USD;Core Retail Sales m/m
2013.04.12 12:30;High;USD;PPI m/m
2013.04.12 12:30;High;USD;Retail Sales m/m
2013.04.12 13:55;High;USD;Prelim UoM Consumer Sentiment
2013.04.12 16:30;High;USD;Fed Chairman Bernanke Speaks
2013.04.15 00:30;High;JPY;BOJ Gov Kuroda Speaks
2013.04.15 06:15;High;JPY;BOJ Gov Kuroda Speaks
2013.04.15 13:00;High;EUR;ECB President Draghi Speaks
2013.04.16 08:30;High;GBP;CPI y/y
2013.04.16 09:00;High;EUR;German ZEW Economic Sentiment
2013.04.16 12:30;High;USD;Building Permits
2013.04.16 12:30;High;USD;Core CPI m/m
2013.04.16 12:30;High;USD;CPI y/y
2013.04.16 13:00;High;EUR;ECB President Draghi Speaks
2013.04.17 08:30;High;GBP;Claimant Count Change
2013.04.17 08:30;High;GBP;MPC Asset Purchase Facility Votes
2013.04.17 08:30;High;GBP;MPC Official Bank Rate Votes
2013.04.18 08:30;High;GBP;Retail Sales m/m
2013.04.18 12:30;High;USD;Unemployment Claims
2013.04.18 14:00;High;USD;Philly Fed Manufacturing Index
2013.04.19 10:30;High;EUR;German Buba President Weidmann Speaks
2013.04.21 17:30;High;EUR;German Buba President Weidmann Speaks
2013.04.22 14:00;High;USD;Existing Home Sales
2013.04.23 07:00;High;EUR;French Flash Manufacturing PMI
2013.04.23 07:30;High;EUR;German Flash Manufacturing PMI
2013.04.23 14:00;High;USD;New Home Sales
2013.04.24 08:00;High;EUR;German ifo Business Climate
2013.04.24 12:30;High;USD;Core Durable Goods Orders m/m
2013.04.25 08:30;High;GBP;Prelim GDP q/q
2013.04.25 12:30;High;USD;Unemployment Claims
2013.04.26 04:35;High;JPY;Monetary Policy Statement
2013.04.26 07:40;High;JPY;BOJ Press Conference
2013.04.26 12:30;High;USD;Advance GDP q/q
2013.04.29 09:12;High;EUR;Italian 10-y Bond Auction
2013.04.29 14:00;High;USD;Pending Home Sales m/m
2013.04.30 14:00;High;USD;CB Consumer Confidence
2013.05.01 08:30;High;GBP;Final Manufacturing PMI
2013.05.01 12:15;High;USD;ADP Non-Farm Employment Change
2013.05.01 14:00;High;USD;ISM Manufacturing PMI
2013.05.01 18:00;High;USD;FOMC Statement
2013.05.01 23:50;High;JPY;Monetary Policy Meeting Minutes
2013.05.02 07:15;High;EUR;Spanish Manufacturing PMI
2013.05.02 08:30;High;GBP;Construction PMI
2013.05.02 11:45;High;EUR;Main Refinancing Rate
2013.05.02 12:30;High;EUR;ECB Press Conference
2013.05.02 12:30;High;USD;Trade Balance
2013.05.02 12:30;High;USD;Unemployment Claims
2013.05.03 08:30;High;GBP;Final Services PMI
2013.05.03 12:30;High;USD;Non-Farm Employment Change
2013.05.03 12:30;High;USD;Unemployment Rate
2013.05.03 14:00;High;USD;ISM Services PMI
2013.05.06 13:00;High;EUR;ECB President Draghi Speaks
2013.05.09 08:30;High;GBP;Manufacturing Production m/m
2013.05.09 11:00;High;GBP;Asset Purchase Facility
2013.05.09 11:00;High;GBP;Official Bank Rate
2013.05.09 12:30;High;USD;Unemployment Claims
2013.05.09 23:50;High;JPY;Current Account
2013.05.10 13:30;High;USD;Fed Chairman Bernanke Speaks
2013.05.13 12:30;High;USD;Core Retail Sales m/m
2013.05.13 12:30;High;USD;Retail Sales m/m
2013.05.14 09:00;High;EUR;German ZEW Economic Sentiment
2013.05.15 06:00;High;EUR;German Prelim GDP q/q
2013.05.15 08:30;High;GBP;Claimant Count Change
2013.05.15 09:00;High;EUR;Flash GDP q/q
2013.05.15 09:30;High;GBP;BOE Gov King Speaks
2013.05.15 09:30;High;GBP;BOE Monetary Policy Report
2013.05.15 12:30;High;USD;PPI m/m
2013.05.16 12:30;High;USD;Building Permits
2013.05.16 12:30;High;USD;Core CPI m/m
2013.05.16 12:30;High;USD;CPI y/y
2013.05.16 12:30;High;USD;Unemployment Claims
2013.05.16 14:00;High;USD;Philly Fed Manufacturing Index
2013.05.17 13:55;High;USD;Prelim UoM Consumer Sentiment
2013.05.21 08:30;High;GBP;CPI y/y
2013.05.22 03:07;High;JPY;Monetary Policy Statement
2013.05.22 07:24;High;JPY;BOJ Press Conference
2013.05.22 08:30;High;GBP;MPC Asset Purchase Facility Votes
2013.05.22 08:30;High;GBP;MPC Official Bank Rate Votes
2013.05.22 08:30;High;GBP;Retail Sales m/m
2013.05.22 14:00;High;USD;Existing Home Sales
2013.05.22 14:00;High;USD;Fed Chairman Bernanke Testifies
2013.05.22 18:00;High;USD;FOMC Meeting Minutes
2013.05.23 07:00;High;EUR;French Flash Manufacturing PMI
2013.05.23 07:30;High;EUR;German Flash Manufacturing PMI
2013.05.23 08:30;High;GBP;Second Estimate GDP q/q
2013.05.23 12:30;High;USD;Unemployment Claims
2013.05.23 14:00;High;USD;New Home Sales
2013.05.23 21:30;High;EUR;ECB President Draghi Speaks
2013.05.24 02:55;High;JPY;BOJ Gov Kuroda Speaks
2013.05.24 08:00;High;EUR;German ifo Business Climate
2013.05.24 12:30;High;USD;Core Durable Goods Orders m/m
2013.05.25 15:50;High;JPY;BOJ Gov Kuroda Speaks
2013.05.28 14:00;High;USD;CB Consumer Confidence
2013.05.29 00:00;High;JPY;BOJ Gov Kuroda Speaks
2013.05.30 12:30;High;USD;Prelim GDP q/q
2013.05.30 12:30;High;USD;Unemployment Claims
2013.05.30 14:00;High;USD;Pending Home Sales m/m
2013.06.03 08:30;High;GBP;Final Manufacturing PMI
2013.06.03 14:00;High;USD;ISM Manufacturing PMI
2013.06.04 08:30;High;GBP;Construction PMI
2013.06.04 12:30;High;USD;Trade Balance
2013.06.05 08:30;High;GBP;Final Services PMI
2013.06.05 12:15;High;USD;ADP Non-Farm Employment Change
2013.06.05 14:00;High;USD;ISM Services PMI
2013.06.06 11:00;High;GBP;Asset Purchase Facility
2013.06.06 11:00;High;GBP;Official Bank Rate
2013.06.06 11:45;High;EUR;Main Refinancing Rate
2013.06.06 12:30;High;EUR;ECB Press Conference
2013.06.06 12:30;High;USD;Unemployment Claims
2013.06.07 12:30;High;USD;Non-Farm Employment Change
2013.06.07 12:30;High;USD;Unemployment Rate
2013.06.09 23:50;High;JPY;Current Account
2013.06.11 02:48;High;JPY;Monetary Policy Statement
2013.06.11 07:37;High;JPY;BOJ Press Conference
2013.06.11 08:30;High;GBP;Manufacturing Production m/m
2013.06.12 08:30;High;GBP;Claimant Count Change
2013.06.13 12:30;High;USD;Core Retail Sales m/m
2013.06.13 12:30;High;USD;Retail Sales m/m
2013.06.13 12:30;High;USD;Unemployment Claims
2013.06.14 12:30;High;USD;PPI m/m
2013.06.14 13:55;High;USD;Prelim UoM Consumer Sentiment
2013.06.18 06:00;High;EUR;ECB President Draghi Speaks
2013.06.18 08:30;High;GBP;CPI y/y
2013.06.18 09:00;High;EUR;German ZEW Economic Sentiment
2013.06.18 12:30;High;USD;Building Permits
2013.06.18 12:30;High;USD;Core CPI m/m
2013.06.18 12:30;High;USD;CPI y/y
2013.06.19 08:30;High;GBP;MPC Asset Purchase Facility Votes
2013.06.19 08:30;High;GBP;MPC Official Bank Rate Votes
2013.06.19 18:00;High;USD;FOMC Economic Projections
2013.06.19 18:00;High;USD;FOMC Statement
2013.06.19 18:30;High;USD;FOMC Press Conference
2013.06.20 07:00;High;EUR;French Flash Manufacturing PMI
2013.06.20 07:30;High;EUR;German Flash Manufacturing PMI
2013.06.20 08:30;High;GBP;Retail Sales m/m
2013.06.20 12:30;High;USD;Unemployment Claims
2013.06.20 14:00;High;USD;Existing Home Sales
2013.06.20 14:00;High;USD;Philly Fed Manufacturing Index
2013.06.21 06:35;High;JPY;BOJ Gov Kuroda Speaks
2013.06.24 08:00;High;EUR;German ifo Business Climate
2013.06.25 08:30;High;GBP;Monetary Policy Report Hearings
2013.06.25 12:15;High;EUR;ECB President Draghi Speaks
2013.06.25 12:30;High;USD;Core Durable Goods Orders m/m
2013.06.25 14:00;High;USD;CB Consumer Confidence
2013.06.25 14:00;High;USD;New Home Sales
2013.06.26 07:48;High;EUR;ECB President Draghi Speaks
2013.06.26 09:30;High;GBP;BOE Gov King Speaks
2013.06.27 08:30;High;GBP;Current Account
2013.06.27 09:14;High;EUR;Italian 10-y Bond Auction
2013.06.27 12:30;High;USD;Unemployment Claims
2013.06.27 14:00;High;USD;Pending Home Sales m/m
2013.07.01 08:30;High;GBP;Final Manufacturing PMI
2013.07.01 14:00;High;USD;ISM Manufacturing PMI
2013.07.02 08:30;High;GBP;Construction PMI
2013.07.03 08:30;High;GBP;Final Services PMI
2013.07.03 12:15;High;USD;ADP Non-Farm Employment Change
2013.07.03 12:30;High;USD;Trade Balance
2013.07.03 12:30;High;USD;Unemployment Claims
2013.07.03 14:00;High;USD;ISM Services PMI
2013.07.04 00:30;High;JPY;BOJ Gov Kuroda Speaks
2013.07.04 11:00;High;GBP;Asset Purchase Facility
2013.07.04 11:00;High;GBP;MPC Rate Statement
2013.07.04 11:00;High;GBP;Official Bank Rate
2013.07.04 11:45;High;EUR;Main Refinancing Rate
2013.07.04 12:30;High;EUR;ECB Press Conference
2013.07.05 12:30;High;USD;Non-Farm Employment Change
2013.07.05 12:30;High;USD;Unemployment Rate
2013.07.07 23:50;High;JPY;Current Account
2013.07.08 12:30;High;EUR;ECB President Draghi Speaks
2013.07.08 13:30;High;EUR;ECB President Draghi Speaks
2013.07.09 08:30;High;GBP;Manufacturing Production m/m
2013.07.10 17:00;High;USD;10-y Bond Auction
2013.07.10 18:00;High;USD;FOMC Meeting Minutes
2013.07.10 20:10;High;USD;Fed Chairman Bernanke Speaks
2013.07.11 02:48;High;JPY;Monetary Policy Statement
2013.07.11 07:38;High;JPY;BOJ Press Conference
2013.07.11 12:30;High;USD;Unemployment Claims
2013.07.12 12:30;High;USD;PPI m/m
2013.07.12 13:55;High;USD;Prelim UoM Consumer Sentiment
2013.07.15 12:30;High;USD;Core Retail Sales m/m
2013.07.15 12:30;High;USD;Retail Sales m/m
2013.07.16 08:30;High;GBP;CPI y/y
2013.07.16 09:00;High;EUR;German ZEW Economic Sentiment
2013.07.16 12:30;High;USD;Core CPI m/m
2013.07.16 12:30;High;USD;CPI y/y
2013.07.17 08:30;High;GBP;Claimant Count Change
2013.07.17 08:30;High;GBP;MPC Asset Purchase Facility Votes
2013.07.17 08:30;High;GBP;MPC Official Bank Rate Votes
2013.07.17 12:30;High;USD;Building Permits
2013.07.17 14:00;High;USD;Fed Chairman Bernanke Testifies
2013.07.18 08:30;High;GBP;Retail Sales m/m
2013.07.18 12:30;High;USD;Unemployment Claims
2013.07.18 14:00;High;USD;Philly Fed Manufacturing Index
2013.07.18 14:30;High;USD;Fed Chairman Bernanke Testifies
2013.07.22 14:00;High;USD;Existing Home Sales
2013.07.24 07:00;High;EUR;French Flash Manufacturing PMI
2013.07.24 07:30;High;EUR;German Flash Manufacturing PMI
2013.07.24 14:00;High;USD;New Home Sales
2013.07.25 08:00;High;EUR;German ifo Business Climate
2013.07.25 08:30;High;GBP;Prelim GDP q/q
2013.07.25 12:30;High;USD;Core Durable Goods Orders m/m
2013.07.25 12:30;High;USD;Unemployment Claims
2013.07.29 04:16;High;JPY;BOJ Gov Kuroda Speaks
2013.07.29 14:00;High;USD;Pending Home Sales m/m
2013.07.30 14:00;High;USD;CB Consumer Confidence
2013.07.31 12:15;High;USD;ADP Non-Farm Employment Change
2013.07.31 12:30;High;USD;Advance GDP q/q
2013.07.31 18:00;High;USD;FOMC Statement
2013.08.01 08:30;High;GBP;Final Manufacturing PMI
2013.08.01 11:00;High;GBP;Asset Purchase Facility
2013.08.01 11:00;High;GBP;Official Bank Rate
2013.08.01 11:45;High;EUR;Main Refinancing Rate
2013.08.01 12:30;High;EUR;ECB Press Conference
2013.08.01 12:30;High;USD;Unemployment Claims
2013.08.01 14:00;High;USD;ISM Manufacturing PMI
2013.08.02 08:30;High;GBP;Construction PMI
2013.08.02 12:30;High;USD;Non-Farm Employment Change
2013.08.02 12:30;High;USD;Unemployment Rate
2013.08.02 16:15;High;USD;FOMC Member Bullard Speaks
2013.08.05 08:30;High;GBP;Final Services PMI
2013.08.05 14:00;High;USD;ISM Services PMI
2013.08.06 08:30;High;GBP;Manufacturing Production m/m
2013.08.06 12:30;High;USD;Trade Balance
2013.08.07 09:30;High;GBP;BOE Gov Carney Speaks
2013.08.07 09:30;High;GBP;BOE Monetary Policy Report
2013.08.07 23:50;High;JPY;Current Account
2013.08.08 02:59;High;JPY;Monetary Policy Statement
2013.08.08 07:31;High;JPY;BOJ Press Conference
2013.08.08 12:30;High;USD;Unemployment Claims
2013.08.11 23:50;High;JPY;Prelim GDP q/q
2013.08.13 08:30;High;GBP;CPI y/y
2013.08.13 09:00;High;EUR;German ZEW Economic Sentiment
2013.08.13 12:30;High;USD;Core Retail Sales m/m
2013.08.13 12:30;High;USD;Retail Sales m/m
2013.08.14 06:00;High;EUR;German Prelim GDP q/q
2013.08.14 08:30;High;GBP;Claimant Count Change
2013.08.14 08:30;High;GBP;MPC Asset Purchase Facility Votes
2013.08.14 08:30;High;GBP;MPC Official Bank Rate Votes
2013.08.14 09:00;High;EUR;Flash GDP q/q
2013.08.14 12:30;High;USD;PPI m/m
2013.08.15 08:30;High;GBP;Retail Sales m/m
2013.08.15 12:30;High;USD;Core CPI m/m
2013.08.15 12:30;High;USD;CPI y/y
2013.08.15 12:30;High;USD;Unemployment Claims
2013.08.15 14:00;High;USD;Philly Fed Manufacturing Index
2013.08.16 12:30;High;USD;Building Permits
2013.08.16 13:55;High;USD;Prelim UoM Consumer Sentiment
2013.08.21 14:00;High;USD;Existing Home Sales
2013.08.21 18:00;High;USD;FOMC Meeting Minutes
2013.08.22 07:00;High;EUR;French Flash Manufacturing PMI
2013.08.22 07:30;High;EUR;German Flash Manufacturing PMI
2013.08.22 12:30;High;USD;Unemployment Claims
2013.08.23 08:30;High;GBP;Second Estimate GDP q/q
2013.08.23 14:00;High;USD;New Home Sales
2013.08.26 12:30;High;USD;Core Durable Goods Orders m/m
2013.08.27 08:00;High;EUR;German ifo Business Climate
2013.08.27 14:00;High;USD;CB Consumer Confidence
2013.08.28 12:45;High;GBP;BOE Gov Carney Speaks
2013.08.28 14:00;High;USD;Pending Home Sales m/m
2013.08.29 12:30;High;USD;Prelim GDP q/q
2013.08.29 12:30;High;USD;Unemployment Claims
2013.09.02 08:30;High;GBP;Final Manufacturing PMI
2013.09.03 08:30;High;GBP;Construction PMI
2013.09.03 14:00;High;USD;ISM Manufacturing PMI
2013.09.04 08:30;High;GBP;Final Services PMI
2013.09.04 12:30;High;USD;Trade Balance
2013.09.05 02:42;High;JPY;Monetary Policy Statement
2013.09.05 07:39;High;JPY;BOJ Press Conference
2013.09.05 11:00;High;GBP;Asset Purchase Facility
2013.09.05 11:00;High;GBP;Official Bank Rate
2013.09.05 11:45;High;EUR;Main Refinancing Rate
2013.09.05 12:15;High;USD;ADP Non-Farm Employment Change
2013.09.05 12:30;High;EUR;ECB Press Conference
2013.09.05 12:30;High;USD;Unemployment Claims
2013.09.05 14:00;High;USD;ISM Services PMI
2013.09.06 08:30;High;GBP;Manufacturing Production m/m
2013.09.06 12:30;High;USD;Non-Farm Employment Change
2013.09.06 12:30;High;USD;Unemployment Rate
2013.09.11 08:30;High;GBP;Claimant Count Change
2013.09.12 09:00;High;GBP;Monetary Policy Report Hearings
2013.09.12 11:40;High;EUR;ECB President Draghi Speaks
2013.09.12 12:30;High;USD;Unemployment Claims
2013.09.13 12:30;High;USD;Core Retail Sales m/m
2013.09.13 12:30;High;USD;PPI m/m
2013.09.13 12:30;High;USD;Retail Sales m/m
2013.09.13 13:55;High;USD;Prelim UoM Consumer Sentiment
2013.09.16 08:00;High;EUR;ECB President Draghi Speaks
2013.09.17 08:30;High;GBP;CPI y/y
2013.09.17 09:00;High;EUR;German ZEW Economic Sentiment
2013.09.17 12:30;High;USD;Core CPI m/m
2013.09.17 12:30;High;USD;CPI y/y
2013.09.18 08:30;High;GBP;MPC Asset Purchase Facility Votes
2013.09.18 08:30;High;GBP;MPC Official Bank Rate Votes
2013.09.18 12:30;High;USD;Building Permits
2013.09.18 18:00;High;USD;FOMC Economic Projections
2013.09.18 18:00;High;USD;FOMC Statement
2013.09.18 18:30;High;USD;FOMC Press Conference
2013.09.19 06:32;High;JPY;BOJ Gov Kuroda Speaks
2013.09.19 08:30;High;GBP;Retail Sales m/m
2013.09.19 12:30;High;USD;Unemployment Claims
2013.09.19 14:00;High;USD;Existing Home Sales
2013.09.19 14:00;High;USD;Philly Fed Manufacturing Index
2013.09.20 02:30;High;JPY;BOJ Gov Kuroda Speaks
2013.09.20 16:55;High;USD;FOMC Member Bullard Speaks
2013.09.23 07:00;High;EUR;French Flash Manufacturing PMI
2013.09.23 07:30;High;EUR;German Flash Manufacturing PMI
2013.09.23 13:00;High;EUR;ECB President Draghi Speaks
2013.09.24 08:00;High;EUR;German ifo Business Climate
2013.09.24 14:00;High;USD;CB Consumer Confidence
2013.09.25 12:30;High;USD;Core Durable Goods Orders m/m
2013.09.25 14:00;High;USD;New Home Sales
2013.09.26 08:30;High;GBP;Current Account
2013.09.26 12:30;High;USD;Unemployment Claims
2013.09.26 14:00;High;USD;Pending Home Sales m/m
2013.09.27 09:00;High;EUR;ECB President Draghi Speaks
2013.09.27 09:15;High;EUR;Italian 10-y Bond Auction
2013.09.27 09:45;High;USD;FOMC Member Evans Speaks
2013.10.01 08:30;High;GBP;Final Manufacturing PMI
2013.10.01 14:00;High;USD;ISM Manufacturing PMI
2013.10.02 07:00;High;EUR;Spanish Unemployment Change
2013.10.02 08:30;High;GBP;Construction PMI
2013.10.02 11:45;High;EUR;Main Refinancing Rate
2013.10.02 12:15;High;USD;ADP Non-Farm Employment Change
2013.10.02 12:30;High;EUR;ECB Press Conference
2013.10.02 19:30;High;USD;Fed Chairman Bernanke Speaks
2013.10.03 08:30;High;GBP;Final Services PMI
2013.10.03 12:30;High;USD;Unemployment Claims
2013.10.03 14:00;High;USD;ISM Services PMI
2013.10.04 02:49;High;JPY;Monetary Policy Statement
2013.10.04 07:19;High;JPY;BOJ Press Conference
2013.10.09 08:30;High;GBP;Manufacturing Production m/m
2013.10.09 17:01;High;USD;10-y Bond Auction
2013.10.09 18:00;High;USD;FOMC Meeting Minutes
2013.10.09 22:00;High;EUR;ECB President Draghi Speaks
2013.10.10 11:00;High;GBP;Asset Purchase Facility
2013.10.10 11:00;High;GBP;Official Bank Rate
2013.10.10 12:00;High;USD;Treasury Sec Lew Speaks
2013.10.10 12:30;High;USD;Unemployment Claims
2013.10.10 16:00;High;JPY;BOJ Gov Kuroda Speaks
2013.10.10 16:20;High;EUR;ECB President Draghi Speaks
2013.10.11 13:55;High;USD;Prelim UoM Consumer Sentiment
2013.10.12 20:00;High;JPY;BOJ Gov Kuroda Speaks
2013.10.15 01:00;High;USD;Fed Chairman Bernanke Speaks
2013.10.15 08:30;High;GBP;CPI y/y
2013.10.15 09:00;High;EUR;German ZEW Economic Sentiment
2013.10.16 08:30;High;GBP;Claimant Count Change
2013.10.16 08:30;High;GBP;Unemployment Rate
2013.10.16 18:00;High;EUR;ECB President Draghi Speaks
2013.10.17 08:30;High;GBP;Retail Sales m/m
2013.10.17 12:30;High;USD;Unemployment Claims
2013.10.17 14:00;High;USD;Philly Fed Manufacturing Index
2013.10.18 06:35;High;JPY;BOJ Gov Kuroda Speaks
2013.10.21 14:00;High;USD;Existing Home Sales
2013.10.22 12:30;High;USD;Non-Farm Employment Change
2013.10.22 12:30;High;USD;Unemployment Rate
2013.10.23 08:30;High;GBP;MPC Asset Purchase Facility Votes
2013.10.23 08:30;High;GBP;MPC Official Bank Rate Votes
2013.10.24 07:00;High;EUR;French Flash Manufacturing PMI
2013.10.24 07:30;High;EUR;German Flash Manufacturing PMI
2013.10.24 12:30;High;USD;Trade Balance
2013.10.24 12:30;High;USD;Unemployment Claims
2013.10.24 16:45;High;GBP;BOE Gov Carney Speaks
2013.10.25 08:00;High;EUR;German ifo Business Climate
2013.10.25 08:30;High;GBP;Prelim GDP q/q
2013.10.25 12:30;High;USD;Core Durable Goods Orders m/m
2013.10.28 14:00;High;USD;Pending Home Sales m/m
2013.10.29 12:30;High;USD;Core Retail Sales m/m
2013.10.29 12:30;High;USD;PPI m/m
2013.10.29 12:30;High;USD;Retail Sales m/m
2013.10.29 14:00;High;USD;CB Consumer Confidence
2013.10.30 12:15;High;USD;ADP Non-Farm Employment Change
2013.10.30 12:30;High;USD;Core CPI m/m
2013.10.30 12:30;High;USD;CPI y/y
2013.10.30 18:00;High;USD;FOMC Statement
2013.10.31 04:14;High;JPY;Monetary Policy Statement
2013.10.31 07:24;High;JPY;BOJ Press Conference
2013.10.31 12:30;High;USD;Unemployment Claims
2013.11.01 09:30;High;GBP;Final Manufacturing PMI
2013.11.01 13:10;High;USD;FOMC Member Bullard Speaks
2013.11.01 14:00;High;USD;ISM Manufacturing PMI
2013.11.04 09:30;High;GBP;Construction PMI
2013.11.05 05:30;High;JPY;BOJ Gov Kuroda Speaks
2013.11.05 09:30;High;GBP;Final Services PMI
2013.11.05 15:00;High;USD;ISM Services PMI
2013.11.06 09:30;High;GBP;Manufacturing Production m/m
2013.11.07 12:00;High;GBP;Asset Purchase Facility
2013.11.07 12:00;High;GBP;Official Bank Rate
2013.11.07 12:45;High;EUR;Main Refinancing Rate
2013.11.07 13:30;High;EUR;ECB Press Conference
2013.11.07 13:30;High;USD;Advance GDP q/q
2013.11.07 13:30;High;USD;Unemployment Claims
2013.11.07 19:00;High;EUR;ECB President Draghi Speaks
2013.11.08 13:30;High;USD;Non-Farm Employment Change
2013.11.08 13:30;High;USD;Unemployment Rate
2013.11.08 14:55;High;USD;Prelim UoM Consumer Sentiment
2013.11.08 20:30;High;USD;Fed Chairman Bernanke Speaks
2013.11.12 09:30;High;GBP;CPI y/y
2013.11.13 09:30;High;GBP;Claimant Count Change
2013.11.13 09:30;High;GBP;Unemployment Rate
2013.11.13 10:30;High;GBP;BOE Gov Carney Speaks
2013.11.13 10:30;High;GBP;BOE Monetary Policy Report
2013.11.13 23:50;High;JPY;Prelim GDP q/q
2013.11.14 00:00;High;USD;Fed Chairman Bernanke Speaks
2013.11.14 09:30;High;GBP;Retail Sales m/m
2013.11.14 13:30;High;USD;Trade Balance
2013.11.14 13:30;High;USD;Unemployment Claims
2013.11.14 15:00;High;USD;Fed Chair Yellen Testifies
2013.11.19 10:00;High;EUR;German ZEW Economic Sentiment
2013.11.20 00:00;High;USD;Fed Chairman Bernanke Speaks
2013.11.20 09:30;High;GBP;MPC Asset Purchase Facility Votes
2013.11.20 09:30;High;GBP;MPC Official Bank Rate Votes
2013.11.20 13:30;High;USD;Core CPI m/m
2013.11.20 13:30;High;USD;Core Retail Sales m/m
2013.11.20 13:30;High;USD;CPI y/y
2013.11.20 13:30;High;USD;Retail Sales m/m
2013.11.20 15:00;High;USD;Existing Home Sales
2013.11.20 19:00;High;USD;FOMC Meeting Minutes
2013.11.21 03:15;High;JPY;Monetary Policy Statement
2013.11.21 07:19;High;JPY;BOJ Press Conference
2013.11.21 08:00;High;EUR;French Flash Manufacturing PMI
2013.11.21 08:30;High;EUR;German Flash Manufacturing PMI
2013.11.21 11:30;High;EUR;ECB President Draghi Speaks
2013.11.21 13:30;High;USD;PPI m/m
2013.11.21 13:30;High;USD;Unemployment Claims
2013.11.21 15:00;High;USD;Philly Fed Manufacturing Index
2013.11.21 16:00;High;EUR;German Buba President Weidmann Speaks
2013.11.22 08:55;High;EUR;ECB President Draghi Speaks
2013.11.22 09:00;High;EUR;German ifo Business Climate
2013.11.25 15:00;High;USD;Pending Home Sales m/m
2013.11.26 10:00;High;GBP;Monetary Policy Report Hearings
2013.11.26 13:30;High;USD;Building Permits
2013.11.26 15:00;High;USD;CB Consumer Confidence
2013.11.27 09:30;High;GBP;Second Estimate GDP q/q
2013.11.27 13:30;High;USD;Core Durable Goods Orders m/m
2013.11.27 13:30;High;USD;Unemployment Claims
2013.11.28 10:30;High;GBP;BOE Gov Carney Speaks
2013.11.29 10:00;High;EUR;CPI Flash Estimate y/y
2013.12.02 02:30;High;JPY;BOJ Gov Kuroda Speaks
2013.12.02 09:30;High;GBP;Final Manufacturing PMI
2013.12.02 13:30;High;USD;Fed Chairman Bernanke Speaks
2013.12.02 15:00;High;USD;ISM Manufacturing PMI
2013.12.03 08:00;High;EUR;Spanish Unemployment Change
2013.12.03 09:30;High;GBP;Construction PMI
2013.12.04 09:30;High;GBP;Final Services PMI
2013.12.04 13:15;High;USD;ADP Non-Farm Employment Change
2013.12.04 13:30;High;USD;Trade Balance
2013.12.04 15:00;High;USD;ISM Services PMI
2013.12.04 15:00;High;USD;New Home Sales
2013.12.05 11:15;High;GBP;Autumn Forecast Statement
2013.12.05 12:00;High;GBP;Asset Purchase Facility
2013.12.05 12:00;High;GBP;Official Bank Rate
2013.12.05 12:45;High;EUR;Main Refinancing Rate
2013.12.05 13:30;High;EUR;ECB Press Conference
2013.12.05 13:30;High;USD;Prelim GDP q/q
2013.12.05 13:30;High;USD;Unemployment Claims
2013.12.06 13:30;High;USD;Non-Farm Employment Change
2013.12.06 13:30;High;USD;Unemployment Rate
2013.12.06 14:55;High;USD;Prelim UoM Consumer Sentiment
