idx;dir;risultato_R;H4trend;ampiezza_pt;MAE_pt;MFE_pt;MAE_R;MFE_R;barre
0;SHORT;2.00;?;1210;670;3610;0.39;2.11;50
1;SHORT;-1.00;?;2110;2700;0;1.03;0.00;46
2;LONG;-1.00;?;850;1570;1260;1.16;0.93;31
3;SHORT;-1.00;?;1000;1570;2500;1.05;1.67;54
4;LONG;3.10;?;1100;300;1740;0.19;1.09;62
5;SHORT;-1.00;?;1620;2370;2240;1.12;1.06;76
6;LONG;0.90;?;1650;380;2430;0.18;1.13;75
7;LONG;1.18;?;2100;1450;3120;0.56;1.20;87
8;SHORT;-1.00;?;780;1450;1010;1.13;0.79;57
9;SHORT;-1.00;DOWN;1020;1830;340;1.20;0.22;7
10;LONG;-1.00;UP;1000;1630;620;1.09;0.41;11
11;SHORT;2.00;UP;1000;930;3090;0.62;2.06;85
12;LONG;-0.34;DOWN;1450;1150;1140;0.59;0.58;96
13;LONG;2.00;DOWN;1100;600;3680;0.38;2.30;66
14;LONG;1.37;DOWN;1500;0;2740;0.00;1.37;96
15;LONG;-1.00;DOWN;1300;1980;540;1.10;0.30;22
16;LONG;-1.00;DOWN;1700;2200;520;1.00;0.24;21
17;LONG;-1.00;DOWN;400;930;860;1.03;0.96;32
18;LONG;-0.86;DOWN;2290;2550;990;0.91;0.35;88
19;SHORT;-1.00;DOWN;1350;1930;340;1.04;0.18;20
20;LONG;-1.00;DOWN;1630;2230;0;1.05;0.00;8
21;LONG;-1.00;UP;1110;1610;330;1.00;0.20;10
22;SHORT;2.00;DOWN;1080;370;3290;0.23;2.08;42
23;SHORT;2.00;DOWN;1010;1080;3160;0.72;2.09;87
24;LONG;2.00;DOWN;870;620;3010;0.45;2.20;36
25;SHORT;-1.00;DOWN;400;950;1090;1.06;1.21;30
26;LONG;-1.00;DOWN;960;1990;0;1.36;0.00;2
27;LONG;-1.00;DOWN;4400;5320;2400;1.09;0.49;43
28;LONG;-1.00;DOWN;1450;2320;170;1.19;0.09;6
29;LONG;-1.00;DOWN;830;1350;290;1.02;0.22;3
30;LONG;2.00;DOWN;970;430;3110;0.29;2.12;36
31;SHORT;-1.00;DOWN;1010;1550;120;1.03;0.08;9
32;LONG;2.00;DOWN;820;520;2700;0.39;2.05;21
33;LONG;2.00;DOWN;1100;0;3400;0.00;2.13;13
34;SHORT;-1.00;DOWN;790;1590;810;1.23;0.63;15
35;LONG;-1.00;DOWN;640;1300;0;1.14;0.00;1
36;LONG;-1.00;DOWN;870;1450;450;1.06;0.33;10
37;LONG;-1.00;DOWN;960;1650;480;1.13;0.33;11
38;SHORT;2.00;DOWN;570;0;2740;0.00;2.56;2
39;LONG;-1.00;DOWN;1280;2280;1570;1.28;0.88;23
40;LONG;-1.00;UP;820;1500;980;1.14;0.74;15
41;LONG;-1.00;DOWN;700;1400;1200;1.17;1.00;11
42;LONG;-1.00;DOWN;810;2730;640;2.08;0.49;9
43;SHORT;-1.00;DOWN;870;1740;120;1.27;0.09;5
44;SHORT;-1.00;DOWN;540;1310;410;1.26;0.39;10
45;LONG;2.00;UP;1490;390;3990;0.20;2.01;28
46;LONG;2.00;UP;930;970;2880;0.68;2.01;12
47;SHORT;-1.00;UP;510;1010;0;1.00;0.00;6
48;LONG;2.00;UP;640;540;2560;0.47;2.25;7
49;LONG;2.00;UP;630;590;2370;0.52;2.10;18
50;LONG;2.00;UP;510;0;2090;0.00;2.07;5
51;LONG;-1.00;UP;790;1330;110;1.03;0.09;38
52;SHORT;-1.00;UP;1030;1610;110;1.05;0.07;59
53;LONG;-1.00;UP;1140;1820;0;1.11;0.00;14
54;LONG;2.00;UP;500;900;2410;0.90;2.41;41
55;SHORT;-1.00;UP;360;920;370;1.07;0.43;7
56;SHORT;-1.00;UP;430;940;350;1.01;0.38;10
57;LONG;2.00;UP;470;840;2060;0.87;2.12;86
58;LONG;-1.00;DOWN;840;1360;2060;1.01;1.54;38
59;SHORT;2.00;DOWN;690;360;2820;0.30;2.37;14
60;SHORT;2.00;DOWN;350;0;1780;0.00;2.09;9
61;SHORT;-1.00;DOWN;510;1260;1140;1.25;1.13;6
62;LONG;-1.00;DOWN;770;1270;1880;1.00;1.48;64
63;LONG;-1.00;DOWN;1580;2400;600;1.15;0.29;12
64;LONG;-1.00;DOWN;560;1600;600;1.51;0.57;12
65;LONG;2.00;DOWN;1170;1000;3780;0.60;2.26;44
66;LONG;2.00;UP;740;240;2660;0.19;2.15;18
67;LONG;2.00;UP;640;140;2340;0.12;2.05;29
68;SHORT;-1.00;UP;400;970;1630;1.08;1.81;15
69;LONG;-1.00;UP;630;1140;500;1.01;0.44;14
70;SHORT;-0.57;UP;1350;1140;3180;0.62;1.72;99
71;LONG;-1.00;UP;620;1190;1650;1.06;1.47;85
72;LONG;-1.00;UP;340;1390;0;1.65;0.00;9
73;LONG;0.51;UP;1850;600;3030;0.26;1.29;98
74;LONG;2.00;UP;520;190;2100;0.19;2.06;14
75;LONG;-1.00;UP;510;1070;980;1.06;0.97;50
76;LONG;0.34;UP;790;600;1530;0.47;1.19;96
77;LONG;2.00;UP;740;940;2520;0.76;2.03;28
78;LONG;-1.00;UP;300;1040;200;1.30;0.25;7
79;LONG;-1.00;UP;660;1340;1150;1.16;0.99;55
80;SHORT;-1.00;UP;1200;1930;2180;1.14;1.28;59
81;LONG;-1.00;UP;900;1500;480;1.07;0.34;11
82;SHORT;0.21;UP;570;710;1560;0.66;1.46;99
83;LONG;2.00;UP;450;0;1920;0.00;2.02;38
84;LONG;-1.00;UP;940;1690;1640;1.17;1.14;88
85;LONG;1.63;UP;2000;1300;4900;0.52;1.96;97
