idx;dir;risultato_R;H4trend;ampiezza_pt;MAE_pt;MFE_pt;MAE_R;MFE_R;barre
71;SHORT;0.48;DOWN;610;140;860;0.13;0.77;6
72;SHORT;-1.00;DOWN;960;1510;940;1.03;0.64;10
73;LONG;-1.00;UP;990;1740;310;1.17;0.21;6
74;LONG;0.71;UP;970;1100;2750;0.75;1.87;72
75;LONG;0.28;UP;2960;1440;2610;0.42;0.75;49
76;LONG;-1.00;UP;450;1870;950;1.97;1.00;17
77;SHORT;-1.00;UP;250;770;180;1.03;0.24;9
78;LONG;1.11;UP;700;200;1930;0.17;1.61;53
79;LONG;-1.00;UP;360;1230;1460;1.43;1.70;49
80;SHORT;-1.00;DOWN;1150;2990;410;1.81;0.25;5
81;SHORT;-1.00;UP;1330;2250;2590;1.23;1.42;10
82;LONG;-1.00;UP;550;1320;270;1.26;0.26;8
83;LONG;-1.00;UP;1050;1850;1750;1.19;1.13;17
84;SHORT;-1.00;UP;830;1750;110;1.32;0.08;10
85;SHORT;-1.00;DOWN;1200;2320;200;1.36;0.12;4
86;SHORT;-1.00;DOWN;650;1220;60;1.06;0.05;8
87;LONG;-1.00;DOWN;830;1930;620;1.45;0.47;10
88;LONG;-1.00;UP;580;1110;240;1.03;0.22;17
89;LONG;-1.00;UP;2330;3200;910;1.13;0.32;7
90;SHORT;-1.00;UP;330;950;1150;1.14;1.39;10
91;SHORT;-1.00;DOWN;370;970;580;1.11;0.67;9
92;SHORT;-0.76;UP;7090;6460;80;0.85;0.01;72
93;LONG;1.37;UP;2340;1940;4090;0.68;1.44;66
94;LONG;0.04;UP;630;860;940;0.76;0.83;72
95;SHORT;-0.16;UP;130;560;490;0.89;0.78;41
96;SHORT;2.00;UP;210;20;1450;0.03;2.04;3
97;LONG;-1.00;UP;420;970;0;1.05;0.00;11
98;LONG;-1.00;UP;370;1190;10;1.37;0.01;7
99;SHORT;2.00;UP;320;0;1760;0.00;2.15;4
100;SHORT;2.00;DOWN;360;480;1890;0.56;2.20;7
101;SHORT;2.00;DOWN;780;750;2890;0.59;2.26;12
102;SHORT;-1.00;DOWN;620;1320;1630;1.18;1.46;15
103;SHORT;2.00;DOWN;1150;1370;4530;0.83;2.75;14
104;SHORT;-1.00;DOWN;1460;2140;2460;1.09;1.26;11
