idx;dir;risultato_R;H4trend;ampiezza_pt;MAE_pt;MFE_pt;MAE_R;MFE_R;barre
243;SHORT;2.00;UP;1600;360;4260;0.17;2.03;8
244;LONG;2.00;UP;2060;0;5760;0.00;2.25;11
245;LONG;-1.00;UP;3120;4210;780;1.16;0.22;62
246;SHORT;1.51;UP;2120;1400;4780;0.53;1.82;99
247;LONG;0.52;UP;2230;390;4840;0.14;1.77;99
248;LONG;-1.00;UP;2160;2830;4610;1.06;1.73;94
249;SHORT;-0.34;UP;3030;3050;1980;0.86;0.56;99
250;LONG;-0.36;UP;2850;1380;3260;0.41;0.97;93
251;SHORT;0.04;UP;4570;2100;1990;0.41;0.39;51
252;LONG;-1.00;DOWN;4140;5120;0;1.10;0.00;45
253;LONG;0.06;DOWN;5300;4680;800;0.81;0.14;93
254;SHORT;-0.33;UP;3100;2660;360;0.74;0.10;88
255;SHORT;-1.00;UP;2310;2980;1600;1.06;0.57;71
256;SHORT;-1.00;UP;1950;2460;1670;1.00;0.68;13
257;LONG;0.25;UP;3470;640;3960;0.16;1.00;87
258;SHORT;-0.35;UP;2120;1230;3360;0.47;1.28;80
259;SHORT;2.00;UP;3620;0;9390;0.00;2.28;3
260;SHORT;-1.00;UP;1280;1780;2740;1.00;1.54;22
261;LONG;1.58;UP;2780;660;6280;0.20;1.91;95
262;LONG;-1.00;UP;2330;2940;0;1.04;0.00;11
263;LONG;-1.00;UP;2130;3020;1060;1.15;0.40;21
264;LONG;-1.00;DOWN;2890;3500;1810;1.03;0.53;45
265;LONG;-1.00;DOWN;2620;4020;0;1.29;0.00;1
266;LONG;-1.00;UP;4110;4730;20;1.03;0.00;38
267;LONG;1.70;UP;4690;390;9130;0.08;1.76;77
268;LONG;2.00;UP;3210;1900;7660;0.51;2.06;56
269;LONG;-1.00;UP;2640;3840;1340;1.22;0.43;14
270;LONG;1.47;UP;2100;1700;4920;0.65;1.89;96
271;LONG;-0.58;UP;3300;3630;2020;0.96;0.53;94
272;LONG;-0.14;UP;4020;1890;2370;0.42;0.52;99
273;SHORT;0.16;UP;3120;350;6390;0.10;1.77;99
274;SHORT;2.00;UP;1950;290;4930;0.12;2.01;20
275;SHORT;-1.00;UP;2250;3110;490;1.13;0.18;17
276;SHORT;-1.00;UP;1050;2430;1090;1.57;0.70;9
277;LONG;-1.00;UP;1800;2650;150;1.15;0.07;8
278;LONG;-1.00;DOWN;950;1710;2070;1.18;1.43;27
279;SHORT;-1.00;DOWN;1350;2160;2250;1.17;1.22;15
280;SHORT;-1.00;DOWN;3700;4350;2970;1.04;0.71;73
281;SHORT;-1.00;DOWN;1330;2750;870;1.50;0.48;11
282;SHORT;2.00;DOWN;1750;430;4550;0.19;2.02;10
283;LONG;-1.00;DOWN;1230;2000;2750;1.16;1.59;27
284;SHORT;-1.00;DOWN;1850;2840;1750;1.21;0.74;21
285;LONG;-1.00;UP;750;2190;110;1.75;0.09;8
286;LONG;2.00;UP;900;1380;2970;0.99;2.12;12
287;LONG;-1.10;UP;2420;3340;3850;1.14;1.32;99
