idx;dir;risultato_R;H4trend;ampiezza_pt;MAE_pt;MFE_pt;MAE_R;MFE_R;barre
404;LONG;-1.00;UP;17400;18300;9500;1.02;0.53;16
405;SHORT;-1.00;UP;13900;18700;0;1.30;0.00;7
406;LONG;0.45;DOWN;21400;10100;14100;0.46;0.64;70
407;LONG;0.19;UP;18200;11600;12500;0.62;0.67;69
408;SHORT;2.00;UP;19500;300;40700;0.02;2.04;45
409;SHORT;0.08;UP;21000;11800;15100;0.55;0.70;70
410;LONG;0.29;UP;18500;10200;12200;0.54;0.64;74
411;SHORT;-1.00;UP;35400;37600;1900;1.05;0.05;39
412;LONG;0.59;UP;16400;16100;13600;0.95;0.80;71
413;SHORT;-1.00;UP;23900;24400;2800;1.00;0.11;17
414;SHORT;0.24;UP;22400;22400;7600;0.98;0.33;75
415;LONG;-1.00;DOWN;14900;17200;16700;1.12;1.08;18
416;LONG;-0.66;UP;27400;19500;10500;0.70;0.38;74
417;LONG;1.26;DOWN;33700;5400;49800;0.16;1.46;69
418;LONG;2.00;UP;15500;800;33700;0.05;2.11;42
419;SHORT;-1.00;UP;16000;17000;0;1.03;0.00;13
420;SHORT;-1.00;UP;6500;9500;5400;1.36;0.77;17
421;LONG;-1.00;UP;14500;16400;0;1.09;0.00;1
422;LONG;-0.10;UP;14000;9600;14800;0.66;1.02;72
423;LONG;0.66;UP;22200;11200;23200;0.49;1.02;75
424;LONG;0.73;UP;20800;9000;21100;0.42;0.99;75
425;LONG;-1.00;UP;14200;15200;8300;1.03;0.56;11
426;LONG;0.23;UP;43700;10700;12000;0.24;0.27;57
427;SHORT;1.09;UP;22100;8500;25400;0.38;1.12;74
428;LONG;2.00;UP;14600;0;31000;0.00;2.05;31
429;SHORT;2.00;UP;29100;13400;59500;0.45;2.01;66
430;SHORT;0.36;DOWN;34500;8700;19600;0.25;0.56;54
431;LONG;-1.00;UP;18100;31900;5700;1.72;0.31;6
432;LONG;-1.00;DOWN;21800;23200;4500;1.04;0.20;12
433;LONG;-1.00;DOWN;13900;16400;14700;1.14;1.02;6
434;SHORT;-1.00;UP;37300;43200;1300;1.14;0.03;13
435;SHORT;-1.00;UP;17500;18500;400;1.03;0.02;15
436;SHORT;-1.00;UP;22000;22500;0;1.00;0.00;20
437;LONG;-1.00;UP;14800;26800;16300;1.75;1.07;51
438;SHORT;0.53;UP;23100;9500;17400;0.40;0.74;75
439;SHORT;-1.00;UP;6200;7500;4300;1.12;0.64;14
440;LONG;-1.00;UP;20800;21900;800;1.03;0.04;9
441;LONG;0.59;DOWN;23900;4000;33600;0.16;1.38;75
442;LONG;2.00;UP;14500;2700;33800;0.18;2.25;13
443;SHORT;-1.00;UP;16600;31000;8900;1.81;0.52;4
444;SHORT;-1.00;UP;18100;19700;0;1.06;0.00;2
445;LONG;-1.00;UP;26100;29900;4200;1.12;0.16;5
