idx;dir;risultato_R;H4trend;ampiezza_pt;MAE_pt;MFE_pt;MAE_R;MFE_R;barre
86;SHORT;2.00;UP;5400;3110;11810;0.53;2.00;57
87;LONG;2.00;DOWN;5360;340;12000;0.06;2.05;25
88;SHORT;-0.41;UP;6470;5550;10220;0.80;1.47;95
89;LONG;0.79;UP;7390;0;6750;0.00;0.86;73
90;LONG;0.86;UP;4680;4840;5160;0.93;1.00;90
91;LONG;2.00;UP;4250;650;10810;0.14;2.28;79
92;SHORT;2.00;UP;4160;350;9380;0.08;2.01;7
93;LONG;-1.00;UP;2630;3830;3450;1.22;1.10;30
94;LONG;0.47;UP;7060;1890;5470;0.25;0.72;98
95;LONG;2.00;UP;3610;1220;8590;0.30;2.09;79
96;SHORT;0.05;UP;5230;5040;6100;0.88;1.06;96
97;SHORT;-0.48;UP;7540;4400;5170;0.55;0.64;86
98;LONG;0.51;UP;3540;3970;7650;0.98;1.89;95
99;SHORT;-1.00;UP;4130;5020;0;1.08;0.00;13
100;SHORT;2.00;UP;3040;3470;7100;0.98;2.01;39
101;LONG;2.00;UP;4370;560;9800;0.11;2.01;79
102;SHORT;2.00;UP;3430;660;8890;0.17;2.26;68
103;LONG;-1.00;UP;6650;7770;600;1.09;0.08;9
104;SHORT;2.00;UP;4100;190;9580;0.04;2.08;15
105;LONG;-1.00;UP;2600;3290;2260;1.06;0.73;13
106;SHORT;1.17;UP;4940;150;10870;0.03;2.00;95
107;SHORT;-0.00;DOWN;3790;510;7120;0.12;1.66;94
108;SHORT;2.00;DOWN;7400;1360;16140;0.17;2.04;58
109;SHORT;-1.00;DOWN;4940;5900;2950;1.08;0.54;12
110;SHORT;-1.00;DOWN;6960;7780;1480;1.04;0.20;5
111;SHORT;-1.00;UP;7090;7620;2130;1.00;0.28;58
112;LONG;2.00;DOWN;3750;400;9380;0.09;2.21;92
113;SHORT;-0.95;UP;7540;8060;2550;1.00;0.32;91
114;LONG;0.80;UP;5560;4390;8900;0.72;1.47;98
115;LONG;0.56;UP;7120;5680;5820;0.75;0.76;86
116;SHORT;-0.74;UP;4480;4240;7000;0.85;1.41;97
117;SHORT;-1.00;UP;3190;3760;730;1.02;0.20;9
118;SHORT;0.65;UP;14230;3060;10790;0.21;0.73;51
119;SHORT;0.81;UP;4190;3970;4530;0.85;0.97;94
120;SHORT;0.25;UP;5190;5520;9830;0.97;1.73;90
121;LONG;0.56;UP;4800;1760;9320;0.33;1.76;99
122;SHORT;0.08;UP;14630;9300;4470;0.61;0.30;99
123;SHORT;-1.00;DOWN;3810;4520;2070;1.05;0.48;19
124;SHORT;-1.00;UP;6910;7550;2340;1.02;0.32;74
125;LONG;-0.36;UP;7440;5440;2920;0.69;0.37;90
126;LONG;2.00;UP;5170;3370;13090;0.59;2.31;73
127;SHORT;0.42;UP;4740;2500;4380;0.48;0.84;98
128;SHORT;-1.00;UP;4350;5510;1780;1.14;0.37;20
129;SHORT;-1.00;UP;8320;9490;3360;1.08;0.38;35
130;SHORT;-1.00;UP;7040;8910;1230;1.18;0.16;25
131;LONG;-1.00;UP;6780;7850;2030;1.08;0.28;56
132;LONG;-1.00;UP;10340;11050;2710;1.02;0.25;8
133;LONG;-0.80;UP;7410;8460;3640;1.07;0.46;99
134;LONG;2.00;UP;5250;3370;12540;0.59;2.18;83
135;LONG;-1.00;UP;3780;5070;0;1.18;0.00;2
136;LONG;-1.00;UP;7350;7970;3050;1.02;0.39;30
137;LONG;-1.00;DOWN;5860;6360;1550;1.00;0.24;47
138;LONG;-1.00;UP;7780;9480;3650;1.14;0.44;30
139;LONG;-1.00;UP;6760;7340;5200;1.01;0.72;83
140;SHORT;-1.00;UP;8560;9750;5010;1.08;0.55;96
141;SHORT;-1.00;UP;7830;9030;4050;1.08;0.49;50
142;LONG;0.76;UP;6290;1520;8190;0.22;1.21;99
143;SHORT;-1.00;UP;4410;4960;0;1.01;0.00;2
144;SHORT;-1.00;UP;3540;5320;0;1.32;0.00;2
145;LONG;2.00;UP;4230;2300;9500;0.49;2.01;71
146;SHORT;2.00;UP;3250;940;8800;0.25;2.35;10
147;LONG;-1.00;DOWN;8300;9700;0;1.10;0.00;3
148;LONG;1.29;DOWN;8500;2000;13800;0.22;1.53;98
149;SHORT;-1.00;DOWN;9200;9800;2200;1.01;0.23;4
150;LONG;-1.00;UP;10500;11300;200;1.03;0.02;19
151;LONG;-1.00;UP;4200;5200;8100;1.11;1.72;57
152;SHORT;-1.00;UP;6500;11600;600;1.66;0.09;2
153;SHORT;-1.00;UP;16300;17200;10300;1.02;0.61;47
154;SHORT;-0.33;UP;5300;3800;10900;0.66;1.88;99
155;LONG;-1.00;UP;5300;6400;0;1.10;0.00;6
156;LONG;-1.00;UP;3300;4500;800;1.18;0.21;10
157;LONG;1.36;UP;7100;6600;10700;0.87;1.41;96
158;SHORT;0.88;UP;5500;2000;10600;0.33;1.77;99
159;LONG;-1.00;UP;4500;5300;2000;1.06;0.40;9
160;LONG;2.00;UP;5600;2700;18300;0.44;3.00;66
161;LONG;-1.00;UP;8800;10300;700;1.11;0.08;45
162;LONG;-1.00;UP;4700;5500;0;1.06;0.00;4
163;SHORT;2.00;UP;4500;500;11300;0.10;2.26;15
164;LONG;-1.00;DOWN;4900;7500;3800;1.39;0.70;5
165;SHORT;-1.00;DOWN;5300;8800;10000;1.52;1.72;45
166;LONG;-1.00;DOWN;7800;8400;900;1.01;0.11;10
167;LONG;-1.00;DOWN;5400;7100;10500;1.20;1.78;63
168;SHORT;0.17;DOWN;10300;3200;9700;0.30;0.90;99
169;SHORT;-1.00;DOWN;27200;32400;20700;1.17;0.75;3
170;SHORT;2.00;UP;8000;0;18200;0.00;2.14;17
171;LONG;2.00;DOWN;7400;0;16400;0.00;2.08;28
172;LONG;2.00;UP;9000;0;21100;0.00;2.22;5
173;LONG;-1.00;UP;6200;8400;100;1.25;0.01;16
174;SHORT;-1.00;UP;6000;7400;2000;1.14;0.31;8
175;LONG;-1.00;UP;7000;8300;4400;1.11;0.59;37
176;LONG;-1.00;DOWN;7400;8100;4900;1.03;0.62;74
177;SHORT;2.00;DOWN;3200;1600;9200;0.43;2.49;18
178;SHORT;-1.00;DOWN;5100;6100;3500;1.09;0.63;11
179;LONG;-1.00;DOWN;6000;10000;2900;1.54;0.45;12
180;LONG;2.00;DOWN;5200;4600;12500;0.81;2.19;51
181;LONG;-1.00;UP;7600;9400;4600;1.16;0.57;71
182;LONG;2.00;DOWN;3500;3600;8000;0.90;2.00;35
183;SHORT;-1.00;UP;4500;7000;8300;1.40;1.66;11
184;SHORT;-1.00;UP;4700;5400;6500;1.04;1.25;75
185;LONG;0.93;UP;11600;2600;13200;0.21;1.09;96
186;SHORT;0.91;UP;6500;6400;6900;0.91;0.99;96
187;LONG;-1.00;UP;4400;4900;4600;1.00;0.94;51
188;SHORT;-1.00;UP;5300;8500;8200;1.47;1.41;83
189;SHORT;-1.00;UP;7900;9000;1100;1.07;0.13;27
190;SHORT;-1.00;UP;5100;6400;0;1.14;0.00;4
191;LONG;-1.00;UP;4800;5400;6000;1.02;1.13;21
192;SHORT;-1.00;UP;6800;8100;0;1.11;0.00;6
193;LONG;-0.24;UP;12700;9500;6200;0.72;0.47;99
194;SHORT;-1.00;UP;5200;5900;1200;1.04;0.21;17
195;LONG;-0.37;DOWN;8800;5900;14400;0.63;1.55;98
196;LONG;-1.00;UP;10500;12000;12600;1.09;1.15;91
197;SHORT;2.00;UP;6200;300;22400;0.04;3.34;32
198;LONG;0.30;DOWN;10200;2200;14600;0.21;1.36;99
199;LONG;2.00;UP;3700;2100;11900;0.50;2.83;7
200;SHORT;-0.15;UP;12700;5500;8700;0.42;0.66;98
201;SHORT;-1.00;UP;4200;5900;1000;1.26;0.21;7
202;SHORT;-1.00;UP;5600;7000;2000;1.15;0.33;22
203;LONG;-1.00;UP;9800;10300;0;1.00;0.00;12
204;LONG;-1.00;UP;4000;5600;4700;1.24;1.04;64
205;LONG;2.00;UP;4500;3200;12700;0.64;2.54;67
206;LONG;-1.00;UP;7300;10600;200;1.36;0.03;4
207;SHORT;-0.12;UP;10700;5800;7900;0.52;0.71;98
208;LONG;-1.00;UP;4500;5000;1000;1.00;0.20;9
209;SHORT;-0.19;UP;8300;4000;9700;0.45;1.10;72
210;LONG;-1.00;UP;7000;8000;2400;1.07;0.32;28
