idx;dir;risultato_R;H4trend;ampiezza_pt;MAE_pt;MFE_pt;MAE_R;MFE_R;barre
83;SHORT;-1.00;UP;1220;2120;0;1.23;0.00;3
84;LONG;-1.00;UP;4540;5090;2850;1.01;0.57;17
85;LONG;2.00;DOWN;8010;2750;18280;0.32;2.15;97
86;LONG;-1.00;UP;4190;5150;4350;1.10;0.93;8
87;LONG;-1.00;UP;3750;4980;880;1.17;0.21;8
88;LONG;2.00;UP;4500;2600;11200;0.52;2.24;79
89;LONG;-1.00;UP;1390;1940;2010;1.03;1.06;9
90;SHORT;-1.00;UP;1100;1900;500;1.19;0.31;2
91;LONG;-1.00;UP;1160;1910;0;1.15;0.00;1
92;SHORT;-1.00;UP;1200;2050;0;1.21;0.00;4
93;LONG;-1.00;UP;7270;8050;2350;1.04;0.30;10
94;LONG;-1.00;UP;3000;4450;1230;1.27;0.35;9
95;LONG;2.00;UP;2510;1850;6660;0.61;2.21;20
96;SHORT;2.00;UP;5220;1060;11630;0.19;2.03;20
97;LONG;2.00;UP;1500;1140;4570;0.57;2.29;10
98;LONG;-1.00;UP;4850;5650;3800;1.06;0.71;11
99;SHORT;2.00;DOWN;2110;2600;5440;1.00;2.08;12
100;SHORT;-1.00;UP;3500;4400;1250;1.10;0.31;2
101;LONG;-1.00;DOWN;3770;5130;0;1.20;0.00;6
102;SHORT;-1.00;UP;3080;4900;6700;1.37;1.87;18
103;SHORT;2.00;UP;4980;580;12000;0.11;2.19;15
104;LONG;2.00;DOWN;6250;50;14260;0.01;2.11;15
105;SHORT;-1.00;UP;6980;10900;2300;1.46;0.31;9
106;SHORT;2.00;UP;11630;6300;26250;0.52;2.16;33
107;LONG;-1.00;UP;7970;8600;0;1.02;0.00;1
108;SHORT;-1.00;UP;14000;17250;0;1.19;0.00;3
109;LONG;-1.00;UP;9420;11610;2040;1.17;0.21;12
110;SHORT;2.00;UP;4670;3480;11770;0.67;2.28;10
111;SHORT;-1.00;DOWN;5350;7150;1550;1.22;0.26;8
112;LONG;2.00;DOWN;6500;4250;15140;0.61;2.16;19
113;LONG;-1.00;DOWN;6150;8480;2350;1.28;0.35;7
114;SHORT;-1.00;DOWN;5730;7700;12000;1.24;1.93;11
115;SHORT;-1.00;UP;4290;5960;1150;1.24;0.24;8
116;LONG;2.00;UP;4300;3050;12800;0.64;2.67;11
117;SHORT;-1.00;UP;5330;5950;9850;1.02;1.69;33
118;LONG;-1.00;UP;4920;6900;1900;1.27;0.35;5
119;SHORT;2.00;DOWN;5750;2700;14750;0.43;2.36;12
120;LONG;2.00;UP;2900;1100;7500;0.32;2.21;6
121;LONG;-1.00;DOWN;6220;6950;3200;1.03;0.48;12
122;LONG;-1.00;UP;4450;7830;5950;1.58;1.20;11
123;SHORT;-1.00;DOWN;7780;9600;10750;1.16;1.30;23
124;LONG;-1.00;DOWN;4450;5100;1450;1.03;0.29;6
125;LONG;-1.00;DOWN;13350;14250;0;1.03;0.00;21
126;LONG;1.05;DOWN;11600;10800;16620;0.89;1.37;87
127;SHORT;-0.30;DOWN;14200;5980;21050;0.41;1.43;99
128;SHORT;-1.00;DOWN;13100;19850;0;1.46;0.00;1
129;SHORT;2.00;DOWN;11950;4800;25900;0.39;2.08;14
130;LONG;2.00;DOWN;44600;15050;141680;0.33;3.14;83
131;LONG;0.86;DOWN;21550;20320;38350;0.92;1.74;98
132;LONG;-1.00;DOWN;29600;33000;15500;1.10;0.51;15
133;SHORT;1.94;UP;28200;12500;59210;0.44;2.06;99
134;SHORT;2.00;DOWN;18900;6200;39800;0.32;2.05;15
135;LONG;0.43;DOWN;17200;8350;17860;0.47;1.01;93
136;LONG;0.59;UP;14250;12400;12750;0.84;0.86;99
137;SHORT;-1.00;UP;6600;9800;12100;1.38;1.70;14
138;SHORT;1.05;UP;10860;0;18350;0.00;1.62;95
139;SHORT;-1.00;UP;10300;12240;250;1.13;0.02;15
140;LONG;0.88;UP;11700;8430;22720;0.69;1.86;92
141;SHORT;-1.00;UP;6100;7380;11820;1.12;1.79;43
142;SHORT;-1.00;UP;11600;12230;2940;1.01;0.24;26
143;LONG;-1.00;UP;5600;6260;1500;1.03;0.25;7
144;LONG;-1.00;UP;5950;6620;1180;1.03;0.18;5
145;LONG;-1.00;UP;8200;8800;1500;1.01;0.17;20
146;LONG;2.00;UP;6100;3210;13540;0.49;2.05;59
147;LONG;2.00;UP;7090;1400;15800;0.18;2.08;58
148;SHORT;2.00;UP;13700;2050;28530;0.14;2.01;19
149;SHORT;-1.00;UP;6700;8380;320;1.16;0.04;5
150;LONG;-1.00;UP;7000;7900;10350;1.05;1.38;64
151;LONG;-1.00;UP;7200;8860;0;1.15;0.00;7
152;SHORT;0.56;UP;22750;10590;34030;0.46;1.46;91
153;SHORT;-1.00;UP;7510;10070;1350;1.26;0.17;74
154;SHORT;2.00;UP;6600;910;16790;0.13;2.36;21
155;SHORT;-1.00;UP;8500;10750;0;1.19;0.00;3
156;LONG;-1.00;UP;4900;7530;7720;1.39;1.43;66
157;SHORT;-1.00;UP;8050;9180;0;1.07;0.00;33
158;SHORT;-1.00;UP;6400;7080;4200;1.03;0.61;24
159;LONG;-1.00;UP;4750;6560;6540;1.25;1.25;33
160;SHORT;2.00;UP;5000;1200;12750;0.22;2.32;56
161;LONG;-1.00;UP;8000;11130;5950;1.31;0.70;48
162;SHORT;-0.58;UP;8300;8500;3050;0.97;0.35;99
163;LONG;2.00;UP;5250;0;12250;0.00;2.13;20
164;LONG;-1.00;UP;4190;5760;5010;1.23;1.07;18
165;SHORT;1.46;UP;14060;9420;23680;0.65;1.63;99
166;LONG;2.00;DOWN;5900;1350;13050;0.21;2.04;10
167;SHORT;-0.63;DOWN;15650;14110;9790;0.87;0.61;97
168;SHORT;2.00;UP;6200;0;17350;0.00;2.59;2
169;LONG;-1.00;UP;7500;8100;5960;1.01;0.75;32
170;LONG;2.00;UP;5740;1850;18390;0.30;2.95;64
171;SHORT;-1.00;UP;7800;8620;3250;1.04;0.39;71
172;SHORT;0.17;UP;10700;6680;9320;0.60;0.83;99
173;SHORT;2.00;UP;6300;1950;14850;0.29;2.18;14
174;LONG;-1.00;DOWN;8380;8890;3710;1.00;0.42;42
175;SHORT;-1.00;DOWN;6200;6980;13100;1.04;1.96;80
176;LONG;-1.00;DOWN;8900;9550;7950;1.02;0.85;17
177;SHORT;-1.00;DOWN;5600;6200;4950;1.02;0.81;13
178;SHORT;-1.00;DOWN;11900;13680;6700;1.10;0.54;55
179;LONG;-1.00;DOWN;3540;4490;5960;1.11;1.48;11
180;SHORT;-1.00;DOWN;5950;9200;3300;1.43;0.51;24
181;LONG;2.00;DOWN;6700;4750;14850;0.66;2.06;51
182;LONG;-1.00;DOWN;9900;12350;10750;1.19;1.03;52
183;SHORT;-1.00;UP;6850;8650;7450;1.18;1.01;13
184;SHORT;2.00;UP;8250;3850;17520;0.44;2.00;87
185;SHORT;-1.00;UP;5550;6730;2250;1.11;0.37;7
186;SHORT;-1.00;UP;7050;7550;0;1.00;0.00;3
187;SHORT;1.37;UP;10260;3910;21300;0.36;1.98;98
188;SHORT;2.00;UP;8550;2350;18970;0.26;2.10;62
189;SHORT;-0.69;UP;11100;9500;10000;0.82;0.86;99
190;SHORT;-1.00;UP;4290;4830;2150;1.01;0.45;7
191;SHORT;-0.05;UP;7890;4890;8950;0.58;1.07;96
192;LONG;2.00;UP;5990;0;13200;0.00;2.03;55
193;SHORT;-1.00;UP;8510;9120;0;1.01;0.00;24
194;LONG;2.00;UP;5660;2450;15450;0.40;2.51;22
195;SHORT;2.00;UP;4450;3750;10830;0.76;2.19;79
196;SHORT;0.26;UP;8550;1970;11390;0.22;1.26;89
197;LONG;-1.00;DOWN;9000;10440;2460;1.10;0.26;44
198;SHORT;-1.00;UP;4800;5850;550;1.10;0.10;3
199;LONG;-0.32;DOWN;8370;5290;16400;0.60;1.85;98
200;LONG;-1.00;UP;5700;6920;5600;1.12;0.90;14
201;SHORT;2.00;UP;6750;1100;14500;0.15;2.00;29
202;SHORT;2.00;UP;4300;2440;9820;0.51;2.05;76
203;SHORT;2.00;UP;5090;600;12670;0.11;2.27;33
204;SHORT;-0.35;UP;12150;12460;7250;0.98;0.57;96
205;SHORT;2.00;UP;7400;6310;17450;0.80;2.21;65
206;SHORT;-1.00;DOWN;9860;11410;550;1.10;0.05;18
207;SHORT;2.00;UP;13950;1350;31400;0.09;2.17;73
208;LONG;2.00;DOWN;8050;2200;17410;0.26;2.04;37
209;LONG;0.64;DOWN;7490;3410;9370;0.43;1.17;89
210;LONG;-1.00;UP;10000;12000;2050;1.14;0.20;22
211;SHORT;2.00;DOWN;10200;2750;21890;0.26;2.05;71
212;LONG;2.00;DOWN;6400;0;14590;0.00;2.11;18
213;SHORT;-1.00;DOWN;5650;6910;6750;1.12;1.10;36
214;SHORT;2.00;UP;5650;270;12480;0.04;2.03;30
215;LONG;2.00;DOWN;6000;5500;15550;0.85;2.39;9
216;SHORT;-1.00;UP;8230;10150;1300;1.16;0.15;43
217;SHORT;1.17;UP;8560;0;15650;0.00;1.73;99
218;SHORT;2.00;UP;5210;730;12020;0.13;2.11;29
219;LONG;-0.14;UP;4800;4050;6110;0.76;1.15;99
220;LONG;2.00;UP;4780;2130;10920;0.40;2.07;52
221;SHORT;1.03;UP;8550;7750;12950;0.86;1.43;99
222;SHORT;-0.41;UP;8950;6850;3350;0.72;0.35;98
223;SHORT;-1.00;UP;6640;7990;2320;1.12;0.32;17
224;LONG;0.18;DOWN;5350;5020;10440;0.86;1.78;98
225;LONG;-1.00;DOWN;5550;6950;800;1.15;0.13;6
226;LONG;2.00;DOWN;4700;1010;16230;0.19;3.12;74
227;LONG;-0.13;DOWN;5580;4610;10040;0.76;1.65;83
228;LONG;0.16;DOWN;11250;3250;11860;0.28;1.01;95
229;SHORT;2.00;DOWN;4350;1250;11290;0.26;2.33;15
230;SHORT;0.91;DOWN;8050;5910;14920;0.69;1.75;93
231;SHORT;-1.00;DOWN;13250;14750;3750;1.07;0.27;62
232;LONG;-1.00;DOWN;5340;6090;2650;1.04;0.45;40
233;SHORT;1.86;DOWN;17250;4700;33850;0.26;1.91;99
234;SHORT;-1.00;DOWN;6550;7410;6050;1.05;0.86;18
235;SHORT;-1.00;DOWN;6050;6770;0;1.03;0.00;2
236;SHORT;2.00;DOWN;9750;6470;22480;0.63;2.19;86
237;LONG;-1.00;DOWN;5300;6350;1450;1.09;0.25;5
238;LONG;-1.00;DOWN;5250;6030;3450;1.05;0.60;7
239;LONG;-1.00;UP;5650;11390;3470;1.85;0.56;15
240;SHORT;-1.00;DOWN;6050;7000;5000;1.07;0.76;37
241;SHORT;0.43;DOWN;6950;2650;12070;0.36;1.62;96
242;SHORT;-1.00;UP;4600;5560;0;1.09;0.00;8
243;SHORT;2.00;DOWN;9250;5090;20170;0.52;2.07;78
244;LONG;-1.00;DOWN;4700;7150;3250;1.38;0.63;23
245;LONG;0.92;DOWN;9490;1950;10700;0.20;1.07;99
246;LONG;-1.00;UP;7050;8960;4940;1.19;0.65;23
247;SHORT;-0.20;DOWN;6800;3460;9740;0.47;1.33;99
248;LONG;-1.00;UP;6950;8880;6050;1.19;0.81;37
249;SHORT;-1.00;DOWN;9400;12850;3650;1.30;0.37;57
250;SHORT;0.00;UP;12900;5350;15900;0.40;1.19;80
251;LONG;-1.00;DOWN;5850;6970;4340;1.10;0.68;19
252;SHORT;0.23;UP;9450;5510;10190;0.55;1.02;99
253;SHORT;-1.00;UP;4700;5230;1220;1.01;0.23;12
254;LONG;2.00;UP;5450;4000;13110;0.67;2.20;23
255;SHORT;-1.00;UP;5250;6450;1450;1.12;0.25;9
256;SHORT;2.00;UP;4950;1300;12270;0.24;2.25;60
257;LONG;-1.00;UP;6550;14000;560;1.99;0.08;4
258;SHORT;-1.00;UP;4660;5700;6950;1.10;1.35;38
259;LONG;2.00;UP;4950;150;12830;0.03;2.35;42
260;LONG;-1.00;UP;6300;7300;300;1.07;0.04;3
261;LONG;-1.00;UP;3840;4420;960;1.02;0.22;7
262;LONG;-1.00;UP;7100;8490;2700;1.12;0.36;41
263;SHORT;-1.00;DOWN;11800;12970;12330;1.05;1.00;82
264;LONG;-1.00;DOWN;4350;6250;0;1.29;0.00;1
265;SHORT;-1.00;DOWN;14950;15610;2750;1.01;0.18;31
266;SHORT;-1.00;DOWN;15150;16670;5750;1.07;0.37;57
267;LONG;2.00;DOWN;6800;5290;15920;0.72;2.18;77
268;SHORT;-1.00;UP;4550;5280;6220;1.05;1.23;45
269;SHORT;1.33;UP;8510;7760;13040;0.86;1.45;98
270;SHORT;-1.00;DOWN;5800;6540;11410;1.04;1.81;95
271;SHORT;-0.14;UP;7200;3950;8990;0.51;1.17;98
272;SHORT;2.00;UP;4380;3120;10820;0.64;2.22;47
273;SHORT;2.00;UP;2780;2240;7390;0.68;2.25;12
274;SHORT;-1.00;UP;3300;5710;850;1.50;0.22;10
275;LONG;-1.00;DOWN;3800;5300;4320;1.23;1.00;23
276;LONG;-1.00;DOWN;2520;3380;4120;1.12;1.36;9
277;SHORT;-1.00;DOWN;2380;2900;2340;1.01;0.81;3
278;SHORT;-1.00;DOWN;9630;12310;13590;1.22;1.34;91
279;SHORT;-1.00;DOWN;4720;6190;5210;1.19;1.00;18
280;LONG;-1.00;DOWN;2230;3410;3150;1.25;1.15;6
281;LONG;-1.00;DOWN;2950;3580;4800;1.04;1.39;13
282;LONG;-1.00;DOWN;5390;6570;3780;1.12;0.64;15
283;SHORT;2.00;UP;2560;2630;6520;0.86;2.13;34
284;LONG;2.00;UP;3290;1150;9560;0.30;2.52;11
285;LONG;-1.00;UP;3230;6360;1460;1.71;0.39;8
286;SHORT;2.00;UP;8950;600;21200;0.06;2.24;17
287;LONG;-1.00;DOWN;4010;5070;5330;1.12;1.18;22
288;LONG;-1.00;DOWN;11830;16100;9500;1.31;0.77;90
289;SHORT;-1.00;DOWN;5160;6750;0;1.19;0.00;6
290;LONG;-1.00;DOWN;3400;4100;3220;1.05;0.83;5
291;LONG;-1.00;DOWN;4500;8700;0;1.74;0.00;3
292;LONG;-1.00;DOWN;5000;5700;2400;1.04;0.44;9
293;LONG;-1.00;DOWN;2220;3650;3590;1.34;1.32;11
294;SHORT;-1.00;UP;3210;4330;440;1.17;0.12;2
295;SHORT;-1.00;UP;1930;3040;1230;1.25;0.51;6
296;SHORT;-1.00;UP;3010;4120;5640;1.17;1.61;57
297;SHORT;-1.00;UP;3920;4840;40;1.10;0.01;7
298;LONG;-1.00;UP;1870;2800;1650;1.18;0.70;8
299;LONG;-1.00;UP;3070;4610;5540;1.29;1.55;41
300;SHORT;-1.00;UP;3620;4850;0;1.18;0.00;1
301;LONG;2.00;UP;2980;2470;7230;0.71;2.08;12
302;LONG;-1.00;UP;1780;2750;2050;1.21;0.90;10
303;SHORT;-1.00;UP;2830;3550;0;1.07;0.00;7
304;LONG;-1.00;UP;3300;4050;1050;1.07;0.28;7
305;LONG;-1.00;UP;4590;5690;3940;1.12;0.77;7
306;SHORT;-1.00;UP;1890;3490;3010;1.46;1.26;2
307;LONG;-1.00;UP;3560;5940;1070;1.46;0.26;2
308;SHORT;-1.00;DOWN;2160;2870;1400;1.08;0.53;6
309;LONG;-1.00;UP;5250;5900;1780;1.03;0.31;14
310;SHORT;-1.00;DOWN;2900;4450;720;1.31;0.21;8
311;LONG;1.46;UP;5520;4890;10030;0.81;1.67;90
312;LONG;-1.00;UP;2950;4150;4260;1.20;1.23;40
313;SHORT;-1.00;UP;1770;2420;1480;1.07;0.65;7
314;LONG;-1.00;UP;2520;8950;1370;2.96;0.45;7
315;LONG;-1.00;UP;2250;2850;0;1.04;0.00;2
316;SHORT;-1.00;UP;5500;7720;6630;1.29;1.11;14
317;SHORT;-1.00;UP;3020;3800;390;1.08;0.11;4
318;SHORT;-1.00;UP;3080;3600;7080;1.01;1.98;62
319;LONG;2.00;UP;4310;2210;10240;0.46;2.13;84
320;LONG;2.00;UP;4250;2000;10800;0.42;2.27;11
321;SHORT;-1.00;UP;2740;4110;3960;1.27;1.22;45
322;SHORT;-1.00;UP;2830;3550;2870;1.07;0.86;11
323;SHORT;2.00;UP;3410;2120;8620;0.54;2.20;32
324;LONG;-1.00;UP;2990;3900;3500;1.12;1.00;15
325;SHORT;2.00;UP;3050;1200;8200;0.34;2.31;11
326;LONG;-1.00;UP;2180;2940;3860;1.10;1.44;27
327;LONG;-1.00;DOWN;4370;5400;1450;1.11;0.30;8
328;SHORT;2.00;DOWN;4920;2670;10880;0.49;2.01;13
329;LONG;-1.00;DOWN;6700;9850;0;1.37;0.00;9
330;LONG;-1.00;DOWN;6270;7070;9540;1.04;1.41;90
331;SHORT;-1.00;DOWN;2350;2860;2240;1.00;0.79;8
332;LONG;-1.00;DOWN;2870;4380;4300;1.30;1.28;25
333;SHORT;2.00;UP;2750;3180;6620;0.98;2.04;14
334;SHORT;2.00;UP;6130;4400;13800;0.66;2.08;65
335;LONG;-1.00;DOWN;4170;5350;0;1.15;0.00;4
336;SHORT;-1.00;DOWN;5700;7450;7050;1.20;1.14;6
337;SHORT;-1.00;DOWN;5980;8100;0;1.25;0.00;3
338;LONG;-1.00;UP;6100;6940;12900;1.05;1.95;33
339;LONG;-1.00;UP;3850;5140;2260;1.18;0.52;8
340;LONG;-1.00;DOWN;3300;5850;2850;1.54;0.75;7
341;LONG;-1.00;DOWN;5480;6180;3520;1.03;0.59;7
342;SHORT;-1.00;UP;3020;9020;1980;2.56;0.56;7
343;LONG;-1.00;UP;3170;6400;2300;1.74;0.63;9
344;SHORT;2.00;UP;5050;2550;11800;0.46;2.13;18
345;SHORT;-1.00;UP;2510;3390;1500;1.13;0.50;4
346;LONG;-1.00;DOWN;3470;5940;850;1.50;0.21;6
347;LONG;-1.00;UP;3580;4350;3800;1.07;0.93;12
348;LONG;-1.00;DOWN;2800;3900;0;1.18;0.00;1
349;SHORT;-1.00;UP;3350;10900;0;2.83;0.00;1
350;SHORT;-1.00;UP;2880;3500;1950;1.04;0.58;3
351;SHORT;2.00;UP;2390;640;6810;0.22;2.36;7
352;LONG;-1.00;UP;2790;5600;0;1.70;0.00;8
353;SHORT;2.00;DOWN;3200;2610;9380;0.71;2.54;10
354;LONG;-1.00;DOWN;2310;3110;5240;1.11;1.86;9
355;LONG;-1.00;UP;3450;7450;650;1.89;0.16;4
356;LONG;-1.00;UP;3180;4650;2350;1.26;0.64;8
357;LONG;-1.00;DOWN;11580;12930;0;1.07;0.00;8
358;SHORT;2.00;DOWN;7000;1900;16350;0.25;2.18;10
359;LONG;2.00;DOWN;7500;4820;17330;0.60;2.17;31
360;LONG;-1.00;DOWN;4400;4950;4300;1.01;0.88;5
361;LONG;-1.00;DOWN;6180;7790;6220;1.17;0.93;21
362;LONG;2.00;DOWN;11350;5000;30350;0.42;2.56;27
363;LONG;2.00;DOWN;11720;0;24510;0.00;2.01;22
364;SHORT;2.00;DOWN;6350;1300;14150;0.19;2.07;7
365;LONG;2.00;DOWN;4920;1350;13450;0.25;2.48;9
366;SHORT;-1.00;DOWN;9580;10930;12450;1.08;1.24;36
367;SHORT;2.00;DOWN;3580;0;8600;0.00;2.11;9
368;LONG;2.00;DOWN;5700;3800;13350;0.61;2.15;27
369;SHORT;-1.00;UP;4730;5790;7350;1.11;1.41;29
370;LONG;-1.00;DOWN;9300;12350;7300;1.26;0.74;14
371;LONG;2.00;DOWN;5230;0;11920;0.00;2.08;7
372;SHORT;-1.00;DOWN;9500;12650;4450;1.26;0.45;24
373;LONG;-1.00;DOWN;13170;15300;4000;1.12;0.29;14
374;SHORT;-1.00;DOWN;3780;5350;1800;1.25;0.42;4
375;SHORT;-1.00;DOWN;6450;7050;650;1.01;0.09;9
376;SHORT;2.00;DOWN;3100;1800;8200;0.50;2.28;8
377;LONG;2.00;DOWN;9400;6950;22170;0.70;2.24;38
378;SHORT;-1.00;DOWN;10200;15080;170;1.41;0.02;4
379;SHORT;2.00;UP;8300;4740;19900;0.54;2.26;24
380;LONG;-1.00;UP;7800;8710;3210;1.05;0.39;28
381;SHORT;-1.00;UP;6660;15250;3940;2.13;0.55;8
382;SHORT;-1.00;UP;17270;18700;10270;1.05;0.58;66
383;SHORT;2.00;UP;9100;0;19210;0.00;2.00;78
384;SHORT;-1.00;UP;4460;5210;270;1.05;0.05;3
385;LONG;-1.00;UP;7110;8270;3280;1.09;0.43;46
386;LONG;0.24;UP;11250;8130;7630;0.69;0.65;96
387;SHORT;-1.00;UP;5210;6480;2630;1.13;0.46;11
388;SHORT;-1.00;UP;10030;11580;0;1.10;0.00;19
389;LONG;2.00;UP;7560;1890;16570;0.23;2.06;31
390;LONG;-1.00;UP;8890;10450;240;1.11;0.03;4
391;LONG;-1.00;UP;6480;8290;4510;1.19;0.65;58
392;SHORT;2.00;UP;4090;2490;12470;0.54;2.72;13
393;LONG;-1.00;DOWN;11400;15300;4740;1.29;0.40;19
394;SHORT;-1.00;UP;7410;9690;15470;1.23;1.96;46
395;SHORT;-1.00;UP;7980;9350;1740;1.10;0.21;7
396;SHORT;-1.00;DOWN;8650;10750;690;1.17;0.08;5
397;SHORT;2.00;DOWN;6110;1370;13260;0.21;2.01;73
398;LONG;2.00;DOWN;14030;530;33460;0.04;2.30;46
399;LONG;-1.00;UP;7260;15920;7580;2.05;0.98;33
400;LONG;2.00;DOWN;8090;460;17890;0.05;2.08;20
401;LONG;2.00;UP;10450;0;32670;0.00;2.98;13
402;LONG;-1.00;UP;8960;9740;0;1.03;0.00;10
403;LONG;-1.00;UP;7850;8410;380;1.01;0.05;12
404;SHORT;-1.00;DOWN;5010;5630;3420;1.02;0.62;12
405;LONG;-1.00;DOWN;7900;9020;11740;1.07;1.40;87
406;SHORT;-1.00;DOWN;9690;11960;1420;1.17;0.14;10
407;LONG;0.74;UP;7740;7610;9340;0.92;1.13;99
408;LONG;-1.00;DOWN;9450;10750;0;1.08;0.00;7
409;LONG;2.00;DOWN;9050;3550;21670;0.37;2.27;49
410;LONG;-0.33;UP;13390;10520;23020;0.76;1.66;98
411;LONG;-1.00;UP;6970;8260;2170;1.11;0.29;7
412;SHORT;-1.00;UP;6660;7200;5470;1.01;0.76;6
