Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpTF,InpTP1_ATRmult,InpTmaSlow,InpAtrSlow,InpMultSlow,InpTmaFast,InpAtrFast,InpMultFast,InpDojiBodyMaxPct,InpUseHeikinAshi,InpRequireOutSlow,InpRequireColorFlip,InpAllowLong,InpAllowShort,InpUseEma200Bias,InpEma200Period,InpEma14Period,InpUseWPR,InpWprPeriod,InpWprOB,InpWprOS,InpAtrExitPeriod,InpSLbufferPips,InpSLfromDoji,InpTP1Pct,InpBreakeven,InpTP2_ATRmult,InpUseTrailing,InpRiskPercent,InpMaxTradesPerDay,InpMaxPositions,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
14,193.51,16.12583,1.54890,0.65697,1.34128,2.8535,12,-0.8929,-263,-263.25,16387,1.5,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
2,-126.71,-10.55917,0.64058,-0.46667,-1.57067,2.6769,12,-0.9062,-263,-263.25,16387,0.0,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
6,-28.37,-2.18231,0.89362,-0.16884,-0.48706,1.6610,13,-0.8992,-90,-90.36,16387,0.5,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
10,-4.15,-0.34583,0.98823,-0.01520,-0.03973,2.6702,12,-0.8989,-263,-263.25,16387,1.0,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
8,-308.37,-18.13941,0.54057,-0.52602,-5.00000,5.8415,17,-1.5866,-452,-452.16,16385,1.0,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
4,-259.21,-13.64263,0.46221,-0.68070,-5.00000,3.8078,19,-1.5866,-162,-162.42,16385,0.5,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
0,-437.79,-25.75235,0.34775,-0.76698,-5.00000,5.7037,17,-1.5866,-452,-452.16,16385,0.0,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
12,-339.57,-21.22312,0.55293,-0.46861,-4.38998,7.2209,16,-1.5866,-548,-548.30,16385,1.5,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
15,35.50,3.94444,1.09548,0.13658,0.19097,2.5494,9,-1.7456,-196,-196.18,16388,1.5,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
7,5.41,0.54100,1.03071,0.02770,0.07014,1.9148,10,-1.2661,-94,-93.60,16388,0.5,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
