Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpTF,InpTP1_ATRmult,InpTmaSlow,InpAtrSlow,InpMultSlow,InpTmaFast,InpAtrFast,InpMultFast,InpDojiBodyMaxPct,InpUseHeikinAshi,InpRequireOutSlow,InpRequireColorFlip,InpAllowLong,InpAllowShort,InpUseEma200Bias,InpEma200Period,InpEma14Period,InpUseWPR,InpWprPeriod,InpWprOB,InpWprOS,InpAtrExitPeriod,InpSLbufferPips,InpSLfromDoji,InpTP1Pct,InpBreakeven,InpTP2_ATRmult,InpUseTrailing,InpRiskPercent,InpMaxTradesPerDay,InpMaxPositions,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
0,266.41,6.19558,1.44356,1.02525,5.26172,2.5385,43,-0.9675,-116,-193.31,16385,0.0,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
4,231.86,5.79650,1.39691,0.80566,4.98311,2.7911,40,-0.9737,-193,-193.31,16385,0.5,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
2,370.72,23.17000,2.82558,1.34129,7.41720,2.6379,16,-1.0354,-203,-203.07,16387,0.0,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
8,341.76,8.99368,1.44037,1.17946,4.84327,2.7535,38,-0.9642,-199,-198.53,16385,1.0,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
6,363.28,21.36941,4.61869,2.59134,12.26771,1.3520,17,-1.0326,-100,-100.39,16387,0.5,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
12,148.97,4.38147,1.12812,0.32162,1.52311,4.4280,34,-0.9907,-392,-392.38,16385,1.5,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
10,413.83,25.86438,3.03787,1.49727,6.55112,2.6281,16,-1.0315,-203,-203.07,16387,1.0,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
14,604.76,37.79750,3.97809,2.18807,6.96530,2.5924,16,-1.0173,-203,-203.07,16387,1.5,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
1,-184.49,-6.14967,0.80622,-0.34537,-2.61944,5.3364,30,-1.0003,-289,-288.77,16386,0.0,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
5,-117.35,-3.55606,0.82276,-0.23935,-2.11285,4.8979,33,-1.0012,-98,-97.94,16386,0.5,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
