Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpTF,InpTP1_ATRmult,InpTmaSlow,InpAtrSlow,InpMultSlow,InpTmaFast,InpAtrFast,InpMultFast,InpDojiBodyMaxPct,InpUseHeikinAshi,InpRequireOutSlow,InpRequireColorFlip,InpAllowLong,InpAllowShort,InpUseEma200Bias,InpEma200Period,InpEma14Period,InpUseWPR,InpWprPeriod,InpWprOB,InpWprOS,InpAtrExitPeriod,InpSLbufferPips,InpSLfromDoji,InpTP1Pct,InpBreakeven,InpTP2_ATRmult,InpUseTrailing,InpRiskPercent,InpMaxTradesPerDay,InpMaxPositions,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
0,688.30,27.53200,45.26367,7.21867,27.63713,0.8924,25,-0.9648,-5,-5.15,16385,0.0,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
8,735.46,36.77300,63.80615,7.60558,17.64234,0.9467,20,-0.9675,-1,-1.35,16385,1.0,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
4,478.74,23.93700,40.82862,5.13504,22.74356,0.8902,20,-0.9625,-1,-1.15,16385,0.5,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
6,246.83,30.85375,68.81044,2.37040,1.49875,1.0231,8,-0.8228,-1,-0.82,16387,0.5,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
12,1109.90,56.02000,106.70476,6.48458,18.66541,1.5887,20,-0.9779,-0,-0.00,16385,1.5,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
2,262.60,33.17750,94.12057,2.38619,1.45860,1.0734,8,-0.8139,-0,-0.00,16387,0.0,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
14,298.82,42.68857,3.87520,1.16422,0.73357,2.5373,7,-1.0183,-101,-101.14,16387,1.5,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
10,328.03,41.00375,42.05507,2.41181,1.59416,1.3264,8,-0.8179,-5,-5.17,16387,1.0,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
9,232.16,25.79556,2.12798,1.40643,1.75664,1.6423,9,-1.0127,-101,-100.68,16386,1.0,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
1,335.73,23.98071,4.11496,2.03386,7.60857,1.6423,14,-1.0127,-3,-100.39,16386,0.0,56,100,2,14,30,2,10,1,0,1,1,1,0,200,14,0,14,-20,-80,14,5,0,50,1,2,1,1,0,1,0,abtg_news.csv,3,60,30,0,,PTE,771301,0,1
