Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTrailTF,InpUsaGuardian,InpSessionHour,InpSessionMin,InpRangeMinutes,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpEntryMode,InpRangeMode,InpLevelTF,InpPrevWindowMin,InpBufferPoints,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpMinRangePts,InpMaxRangePts,InpUseGapFill,InpGapMinPoints,InpGapMinRR,InpUseEmaFilter,InpEmaFast,InpEmaSlow,InpFilterTF,InpUseSupertrend,InpStAtrPeriod,InpStMultiplier,InpStTF,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpRiskPercent,InpSLMode,InpAtrSlMult,InpAtrPeriodMgmt,InpTP1_R,InpTP1_ClosePct,InpBreakevenAtTP1,InpUseTrailing,InpTrailStartR,InpTrailMode,InpTrailAtrMult,InpTrailFixedPts,InpUseRoundLevels,InpRoundStep,InpRoundMinDistPts,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpMagic,InpMaxSpread,InpVerbose
0,97.65,0.84181,1.01472,0.07796,1.38743,12.2759,116,1,0,14,30,15,20,45,1,1,0,1,16385,5,700,120,1,1,1700,4000,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,2,0,1.5,14,1,50,1,1,0,1,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,770203,0,1
2,2111.68,17.30885,1.26238,1.30922,19.17362,15.5044,122,3,0,14,30,15,20,45,1,1,0,1,16385,5,700,120,1,1,1700,4000,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,2,0,1.5,14,1,50,1,1,0,1,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,770203,0,1
1,1779.85,14.35363,1.23757,1.13661,18.27942,15.4503,124,2,0,14,30,15,20,45,1,1,0,1,16385,5,700,120,1,1,1700,4000,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,2,0,1.5,14,1,50,1,1,0,1,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,770203,0,1
3,1803.45,14.66220,1.21401,1.08651,15.61026,15.5658,123,4,0,14,30,15,20,45,1,1,0,1,16385,5,700,120,1,1,1700,4000,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,2,0,1.5,14,1,50,1,1,0,1,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,770203,0,1
4,2001.56,16.27285,1.23143,1.23007,15.79250,15.3208,123,5,0,14,30,15,20,45,1,1,0,1,16385,5,700,120,1,1,1700,4000,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,2,0,1.5,14,1,50,1,1,0,1,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,770203,0,1
