Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTP1_ClosePct,InpUsaGuardian,InpSessionHour,InpSessionMin,InpRangeMinutes,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpEntryMode,InpRangeMode,InpLevelTF,InpPrevWindowMin,InpBufferPoints,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpMinRangePts,InpMaxRangePts,InpUseGapFill,InpGapMinPoints,InpGapMinRR,InpUseEmaFilter,InpEmaFast,InpEmaSlow,InpFilterTF,InpUseSupertrend,InpStAtrPeriod,InpStMultiplier,InpStTF,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpRiskPercent,InpSLMode,InpAtrSlMult,InpAtrPeriodMgmt,InpTP1_R,InpBreakevenAtTP1,InpUseTrailing,InpTrailStartR,InpTrailMode,InpTrailTF,InpTrailAtrMult,InpTrailFixedPts,InpUseRoundLevels,InpRoundStep,InpRoundMinDistPts,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpMagic,InpMaxSpread,InpVerbose
2,97.65,0.84181,1.01472,0.07796,1.38743,12.2759,116,50,0,14,30,15,20,45,1,1,0,1,16385,5,700,120,1,1,1700,4000,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,2,0,1.5,14,1,1,1,0,1,1,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,770203,0,1
0,373.55,4.34360,1.05441,0.23147,4.82441,15.5475,86,0,0,14,30,15,20,45,1,1,0,1,16385,5,700,120,1,1,1700,4000,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,2,0,1.5,14,1,1,1,0,1,1,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,770203,0,1
1,300.46,2.59017,1.04495,0.22627,4.09260,12.9066,116,25,0,14,30,15,20,45,1,1,0,1,16385,5,700,120,1,1,1700,4000,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,2,0,1.5,14,1,1,1,0,1,1,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,770203,0,1
3,-80.43,-0.69336,0.98776,-0.06489,-1.17663,12.2475,116,75,0,14,30,15,20,45,1,1,0,1,16385,5,700,120,1,1,1700,4000,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,SPXUSD,16385,14,100,2,0,1.5,14,1,1,1,0,1,1,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,770203,0,1
