Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpStMult,InpTF,InpStAtrPeriod,InpNearAtr,InpRequireConfirmBody,InpAllowLong,InpAllowShort,InpUseConfluence,InpEma1,InpEma2,InpEma3,InpEma4,InpConflAtr,InpFirstFraction,InpUsePending,InpPendingAtr,InpPendingExpiryBars,InpSLLookback,InpSLBufferAtr,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP_RR,InpTrailOnST,InpExitOnFlip,InpRiskPercent,InpMaxTradesPerDay,InpUseTimeWindow,InpStartHour,InpEndHour,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
4,-576.93,-30.36474,0.31922,-0.92977,-3.08636,6.1782,19,3.5,16388,12,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,0.5,3,5,0.2,1,50,1,3,1,1,2,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV MULTI OTT,971001,0,1
1,303.90,4.05200,1.12094,0.32167,0.89256,8.3988,75,2.0,16388,12,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,0.5,3,5,0.2,1,50,1,3,1,1,2,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV MULTI OTT,971001,0,1
3,724.92,26.84889,2.98478,1.85901,2.31367,3.5717,27,3.0,16388,12,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,0.5,3,5,0.2,1,50,1,3,1,1,2,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV MULTI OTT,971001,0,1
2,2108.11,43.02265,2.90729,3.69326,5.53480,4.5020,49,2.5,16388,12,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,0.5,3,5,0.2,1,50,1,3,1,1,2,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV MULTI OTT,971001,0,1
0,1664.42,15.85162,1.71436,2.56274,4.42793,5.7872,105,1.5,16388,12,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,0.5,3,5,0.2,1,50,1,3,1,1,2,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV MULTI OTT,971001,0,1
