Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSLBufferAtr,InpUsaGuardian,InpTF,InpStMult,InpStAtrPeriod,InpNearAtr,InpRequireConfirmBody,InpAllowLong,InpAllowShort,InpUseConfluence,InpEma1,InpEma2,InpEma3,InpEma4,InpConflAtr,InpFirstFraction,InpUsePending,InpPendingPips,InpPendingAtr,InpPendingExpiryBars,InpSLLookback,InpSLBufferPips,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP_RR,InpTrailOnST,InpExitOnFlip,InpRiskPercent,InpMaxTradesPerDay,InpUseTimeWindow,InpStartHour,InpEndHour,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose,InpLogImbuto
4,-96.73,-1.61217,0.78996,-0.32390,-1.46986,2.9742,60,0.500,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE,779340,0,0,1
0,-114.66,-1.82000,0.77758,-0.36973,-1.66476,3.0865,63,0.000,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE,779340,0,0,1
5,-99.57,-1.68763,0.78162,-0.33862,-1.51704,2.9285,59,0.625,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE,779340,0,0,1
1,-117.65,-1.89758,0.75883,-0.37993,-1.72719,3.0839,62,0.125,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE,779340,0,0,1
6,-83.74,-1.44379,0.80899,-0.29745,-1.29646,2.8038,58,0.750,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE,779340,0,0,1
2,-130.63,-2.17717,0.73222,-0.40078,-1.94784,3.2461,60,0.250,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE,779340,0,0,1
7,-70.34,-1.21276,0.83578,-0.25821,-1.10747,2.7130,58,0.875,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE,779340,0,0,1
3,-120.05,-2.00083,0.75019,-0.37672,-1.79891,3.1737,60,0.375,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE,779340,0,0,1
8,-67.12,-1.15724,0.84330,-0.24639,-1.05635,2.7130,58,1.000,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE,779340,0,0,1
