Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpSLBufferAtr,InpUsaGuardian,InpTF,InpStMult,InpStAtrPeriod,InpNearAtr,InpRequireConfirmBody,InpAllowLong,InpAllowShort,InpUseConfluence,InpEma1,InpEma2,InpEma3,InpEma4,InpConflAtr,InpFirstFraction,InpUsePending,InpPendingPips,InpPendingAtr,InpPendingExpiryBars,InpSLLookback,InpSLBufferPips,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP_RR,InpTrailOnST,InpExitOnFlip,InpRiskPercent,InpMaxTradesPerDay,InpUseTimeWindow,InpStartHour,InpEndHour,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose,InpLogImbuto
4,-8.45,-0.24143,0.96252,-0.04826,-0.34895,1.7228,35,0.500,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE,779340,0,0,1
0,29.62,0.77947,1.12564,0.16916,1.13543,1.7164,38,0.000,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE,779340,0,0,1
5,-4.32,-0.12343,0.98084,-0.02467,-0.17800,1.7221,35,0.625,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE,779340,0,0,1
1,-4.36,-0.11784,0.98151,-0.02490,-0.17114,1.7222,37,0.125,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE,779340,0,0,1
6,-30.78,-0.87943,0.86348,-0.17579,-1.30159,1.7266,35,0.750,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE,779340,0,0,1
2,-1.28,-0.03459,0.99457,-0.00731,-0.05023,1.7216,37,0.250,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE,779340,0,0,1
7,-65.81,-1.88029,0.70811,-0.37584,-2.72603,1.7326,35,0.875,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE,779340,0,0,1
3,-12.08,-0.34514,0.94642,-0.06899,-0.48906,1.7235,35,0.375,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE,779340,0,0,1
8,-65.81,-1.88029,0.70811,-0.37584,-2.72603,1.7326,35,1.000,1,16385,2.5,10,1,1,1,1,0,14,89,100,200,1.5,0.3333,1,20,0,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SUPERWAVE,779340,0,0,1
