Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpEndHour,InpEndMin,InpUsaGuardian,InpRangeStartHour,InpRangeStartMin,InpRangeEndHour,InpRangeEndMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpEntryPoints,InpK,InpAllowLong,InpAllowShort,InpSLMode,InpExecTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTP_R,InpTPMode,InpTPRangeMult,InpTP1Pct,InpBreakeven,InpUseTrailEMA,InpEmaFast,InpEmaSlow,InpExitOnEmaClose,InpSLBufferPts,InpUseCloseConfirm,InpMinBodyPct,InpUseEmaFilter,InpUseEma200Filter,InpEma200Period,InpMinRangePct,InpMaxRangePct,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMagic,InpMaxSpread,InpVerbose,InpSlippagePts
2,-18445.57,-217.00671,0.74116,-0.60567,-5.00000,30.3495,85,21,59,1,14,25,14,30,1,1,600,10,1,1,0,3,5,14,1.5,1000,1,1,1.5,0,1,1,9,21,0,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
1,-18445.57,-217.00671,0.74116,-0.60567,-5.00000,30.3495,85,22,0,1,14,25,14,30,1,1,600,10,1,1,0,3,5,14,1.5,1000,1,1,1.5,0,1,1,9,21,0,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
3,-18445.57,-217.00671,0.74116,-0.60567,-5.00000,30.3495,85,22,59,1,14,25,14,30,1,1,600,10,1,1,0,3,5,14,1.5,1000,1,1,1.5,0,1,1,9,21,0,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
0,-16732.89,-201.60108,0.76106,-0.54626,-5.00000,30.0203,83,21,0,1,14,25,14,30,1,1,600,10,1,1,0,3,5,14,1.5,1000,1,1,1.5,0,1,1,9,21,0,0,0,50,0,1,200,0,0.8,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,0,0
