Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpEntryCutoffHour,InpUsaGuardian,InpBoxStartHour,InpBoxStartMin,InpBoxEndHour,InpBoxEndMin,InpMinBoxPts,InpMaxBoxPts,InpPlaceHour,InpPlaceMin,InpEntryCutoffMin,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpBufferPoints,InpAllowLong,InpAllowShort,InpSLMode,InpMgmtTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP2_R,InpTP2Pct,InpUseEMA200Target,InpEMA200Period,InpTPfinal_R,InpUseTrailing,InpTrailAtrMult,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMagic,InpMaxSpread,InpVerbose,InpAutoTest
0,-3783.83,-44.51565,0.54686,-0.73295,-5.00000,5.1013,85,9,1,6,0,0,0,6800,0,7,59,0,17,30,1,1,600,1000,1,0,0,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,0,SPXUSD,16385,14,100,0.65,0,abtg_news.csv,3,30,30,0,,1,MAXMIN CUT LONG,762500,0,1,1
1,-3026.15,-23.82795,0.70412,-0.59213,-4.64241,5.0151,127,10,1,6,0,0,0,6800,0,7,59,0,17,30,1,1,600,1000,1,0,0,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,0,SPXUSD,16385,14,100,0.65,0,abtg_news.csv,3,30,30,0,,1,MAXMIN CUT LONG,762500,0,1,1
2,-3780.11,-26.43434,0.69155,-0.58800,-5.00000,6.2738,143,11,1,6,0,0,0,6800,0,7,59,0,17,30,1,1,600,1000,1,0,0,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,0,SPXUSD,16385,14,100,0.65,0,abtg_news.csv,3,30,30,0,,1,MAXMIN CUT LONG,762500,0,1,1
3,-3321.63,-21.15688,0.74387,-0.57520,-4.13981,5.6463,157,12,1,6,0,0,0,6800,0,7,59,0,17,30,1,1,600,1000,1,0,0,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,0,SPXUSD,16385,14,100,0.65,0,abtg_news.csv,3,30,30,0,,1,MAXMIN CUT LONG,762500,0,1,1
4,-2222.41,-12.99655,0.83940,-0.44378,-2.35257,4.8806,171,13,1,6,0,0,0,6800,0,7,59,0,17,30,1,1,600,1000,1,0,0,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,0,SPXUSD,16385,14,100,0.65,0,abtg_news.csv,3,30,30,0,,1,MAXMIN CUT LONG,762500,0,1,1
5,-2077.22,-11.73571,0.85120,-0.41602,-2.13366,4.8661,177,14,1,6,0,0,0,6800,0,7,59,0,17,30,1,1,600,1000,1,0,0,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,0,SPXUSD,16385,14,100,0.65,0,abtg_news.csv,3,30,30,0,,1,MAXMIN CUT LONG,762500,0,1,1
6,-1794.56,-9.59658,0.87873,-0.36220,-1.78909,4.8172,187,15,1,6,0,0,0,6800,0,7,59,0,17,30,1,1,600,1000,1,0,0,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,0,SPXUSD,16385,14,100,0.65,0,abtg_news.csv,3,30,30,0,,1,MAXMIN CUT LONG,762500,0,1,1
7,-1410.72,-7.19755,0.90608,-0.29999,-1.37311,4.5665,196,16,1,6,0,0,0,6800,0,7,59,0,17,30,1,1,600,1000,1,0,0,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,0,SPXUSD,16385,14,100,0.65,0,abtg_news.csv,3,30,30,0,,1,MAXMIN CUT LONG,762500,0,1,1
8,-1685.12,-8.18019,0.89134,-0.33863,-1.61999,4.8323,206,17,1,6,0,0,0,6800,0,7,59,0,17,30,1,1,600,1000,1,0,0,15,14,2.5,3000,1,50,1,3,50,1,200,4,1,2,0,SPXUSD,16385,14,100,0.65,0,abtg_news.csv,3,30,30,0,,1,MAXMIN CUT LONG,762500,0,1,1
