Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpAdxMin,InpMagic,InpTimeframe,InpEmaFast,InpEmaMid,InpEmaSlow,InpEmaSlopeBars,InpRequireAlignment,InpCrossLookback,InpHACount,InpHAWickRatio,InpHABodyFactor,InpAdxPeriod,InpAdxRising,InpRequireDI,InpMaxDistATR,InpMinRR,InpEntryMode,InpPullbackRef,InpPendingExpiryBars,InpAllowLong,InpAllowShort,InpSLMode,InpSwingLookback,InpAtrPeriod,InpAtrSLmult,InpSLBufferPts,InpTP_R,InpPartialR,InpPartialPct,InpBreakeven,InpTrailMode,InpTrailAtrMult,InpExitOnCross,InpExitOnHAflip,InpRiskPercent,InpMaxTradesPerDay,InpStopAfterLosses,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMaxSpread,InpVerbose
5,207.59,7.98423,1.45870,1.08601,2.81659,1.9051,26,25,970304,16385,9,21,50,3,1,8,3,0.3,0.6,14,1,1,1.5,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,0,1
2,207.59,7.98423,1.45870,1.08601,2.81659,1.9051,26,25,970303,16385,9,21,50,3,1,8,3,0.3,0.6,14,1,1,1.5,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,0,1
3,-154.05,-4.16351,0.82740,-0.28864,-1.72202,5.3125,37,15,970304,16385,9,21,50,3,1,8,3,0.3,0.6,14,1,1,1.5,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,0,1
4,-154.05,-4.16351,0.82740,-0.28864,-1.72202,5.3125,37,20,970304,16385,9,21,50,3,1,8,3,0.3,0.6,14,1,1,1.5,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,0,1
0,-154.05,-4.16351,0.82740,-0.28864,-1.72202,5.3125,37,15,970303,16385,9,21,50,3,1,8,3,0.3,0.6,14,1,1,1.5,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,0,1
1,-154.05,-4.16351,0.82740,-0.28864,-1.72202,5.3125,37,20,970303,16385,9,21,50,3,1,8,3,0.3,0.6,14,1,1,1.5,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,0,1
