Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpAdxMin,InpMagic,InpTimeframe,InpEmaFast,InpEmaMid,InpEmaSlow,InpEmaSlopeBars,InpRequireAlignment,InpCrossLookback,InpHACount,InpHAWickRatio,InpHABodyFactor,InpAdxPeriod,InpAdxRising,InpRequireDI,InpMaxDistATR,InpMinRR,InpEntryMode,InpPullbackRef,InpPendingExpiryBars,InpAllowLong,InpAllowShort,InpSLMode,InpSwingLookback,InpAtrPeriod,InpAtrSLmult,InpSLBufferPts,InpTP_R,InpPartialR,InpPartialPct,InpBreakeven,InpTrailMode,InpTrailAtrMult,InpExitOnCross,InpExitOnHAflip,InpRiskPercent,InpMaxTradesPerDay,InpStopAfterLosses,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMaxSpread,InpVerbose
5,628.87,14.62488,1.82284,2.01716,4.27777,2.8838,43,25,970304,16385,9,21,50,3,1,8,3,0.3,0.6,14,1,1,1.5,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,0,1
1,529.33,10.17942,1.51839,1.33882,3.16914,3.6621,52,20,970303,16385,9,21,50,3,1,8,3,0.3,0.6,14,1,1,1.5,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,0,1
4,529.33,10.17942,1.51839,1.33882,3.16914,3.6621,52,20,970304,16385,9,21,50,3,1,8,3,0.3,0.6,14,1,1,1.5,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,0,1
2,628.87,14.62488,1.82284,2.01716,4.27777,2.8838,43,25,970303,16385,9,21,50,3,1,8,3,0.3,0.6,14,1,1,1.5,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,0,1
0,501.63,8.80053,1.40064,0.90704,2.74097,5.0615,57,15,970303,16385,9,21,50,3,1,8,3,0.3,0.6,14,1,1,1.5,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,0,1
3,501.63,8.80053,1.40064,0.90704,2.74097,5.0615,57,15,970304,16385,9,21,50,3,1,8,3,0.3,0.6,14,1,1,1.5,1,0,0,3,1,1,0,10,14,1,0,3,1,50,1,0,2,1,0,1,2,2,0,abtg_news.csv,3,30,30,0,USD,GOLDENCROSS OTT,0,20,0,1
