Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpStMult,InpCicloTF,InpStAtrPeriod,InpWprPeriod,InpWprOB,InpWprOS,InpWprMid,InpWprGraceBars,InpRsiPeriod,InpRsiLookback,InpMaxCicloAgeBars,InpRitestBars,InpFaseTimeoutBars,InpUseDirFilter,InpAtrPeriod,InpTargetATRmult,InpSLBufferPoints,InpMinRR,InpMinStopAtrOp,InpMaxStopAtrOp,InpMa9Bars,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
3,-645.92,-10.41806,0.71742,-0.75714,-5.00000,8.5311,62,-2.0257,-467,-526.96,4.0,16388,10,140,-20,-80,-50,10,4,6,2,2,40,1,14,2,10,3,0.8,4,2,1,0,0,abtg_news.csv,3,60,30,0,,ALTAV,771401,0,1
0,13.25,0.09888,1.00249,0.00901,0.08693,13.5585,134,-2.0759,-460,-460.24,2.5,16388,10,140,-20,-80,-50,10,4,6,2,2,40,1,14,2,10,3,0.8,4,2,1,0,0,abtg_news.csv,3,60,30,0,,ALTAV,771401,0,1
2,-693.88,-8.06837,0.75565,-0.64504,-5.00000,10.5823,86,-2.0430,-450,-450.44,3.5,16388,10,140,-20,-80,-50,10,4,6,2,2,40,1,14,2,10,3,0.8,4,2,1,0,0,abtg_news.csv,3,60,30,0,,ALTAV,771401,0,1
1,-1171.61,-10.84824,0.70366,-0.77271,-5.00000,14.7076,108,-2.7289,-363,-509.41,3.0,16388,10,140,-20,-80,-50,10,4,6,2,2,40,1,14,2,10,3,0.8,4,2,1,0,0,abtg_news.csv,3,60,30,0,,ALTAV,771401,0,1
