Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpUseRsiPunte,InpRequireDivergence,InpCicloTF,InpStAtrPeriod,InpStMult,InpWprPeriod,InpWprOB,InpWprOS,InpWprMid,InpWprGraceBars,InpRsiPeriod,InpRsiLookback,InpRsiFlatTol,InpMaxCicloAgeBars,InpRitestBars,InpFaseTimeoutBars,InpUseDirFilter,InpAtrPeriod,InpTargetATRmult,InpSLBufferPoints,InpMinRR,InpMinStopAtrOp,InpMaxStopAtrOp,InpMa9Bars,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
0,-1598.48,-9.62940,0.69525,-0.81518,-5.00000,18.9232,166,-2.0886,-447,-447.11,0,0,16388,10,3,140,-20,-80,-50,10,4,6,3,2,2,40,1,14,2,10,3,0.8,4,2,1,0,0,abtg_news.csv,3,60,30,0,,ALTAV,771402,0,1
1,-522.58,-14.93086,0.53685,-0.91894,-5.00000,5.6796,35,-1.7134,-346,-345.50,1,0,16388,10,3,140,-20,-80,-50,10,4,6,3,2,2,40,1,14,2,10,3,0.8,4,2,1,0,0,abtg_news.csv,3,60,30,0,,ALTAV,771402,0,1
3,-148.83,-12.40250,0.65073,-0.40378,-5.00000,3.6157,12,-1.1384,-262,-261.50,1,1,16388,10,3,140,-20,-80,-50,10,4,6,3,2,2,40,1,14,2,10,3,0.8,4,2,1,0,0,abtg_news.csv,3,60,30,0,,ALTAV,771402,0,1
2,-1598.48,-9.62940,0.69525,-0.81518,-5.00000,18.9232,166,-2.0886,-447,-447.11,0,1,16388,10,3,140,-20,-80,-50,10,4,6,3,2,2,40,1,14,2,10,3,0.8,4,2,1,0,0,abtg_news.csv,3,60,30,0,,ALTAV,771402,0,1
