Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpUseRsiPunte,InpRequireDivergence,InpCicloTF,InpStAtrPeriod,InpStMult,InpWprPeriod,InpWprOB,InpWprOS,InpWprMid,InpWprGraceBars,InpRsiPeriod,InpRsiLookback,InpRsiFlatTol,InpMaxCicloAgeBars,InpRitestBars,InpFaseTimeoutBars,InpUseDirFilter,InpAtrPeriod,InpTargetATRmult,InpSLBufferPoints,InpMinRR,InpMinStopAtrOp,InpMaxStopAtrOp,InpMa9Bars,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
3,-106.53,-106.53000,0.00000,-1.00000,-0.18719,1.0653,1,-1.0653,-103,-103.24,1,1,16408,10,3,140,-20,-80,-50,10,4,6,3,2,2,40,1,14,2,10,3,0.8,4,2,1,0,0,abtg_news.csv,3,60,30,0,,ALTAV,771403,0,1
1,-254.48,-84.82667,0.00000,-0.97015,-1.32795,2.6210,3,-1.0647,-249,-249.11,1,0,16408,10,3,140,-20,-80,-50,10,4,6,3,2,2,40,1,14,2,10,3,0.8,4,2,1,0,0,abtg_news.csv,3,60,30,0,,ALTAV,771403,0,1
0,-258.55,-9.94423,0.68527,-0.50034,-5.00000,5.1452,26,-1.5282,-235,-234.77,0,0,16408,10,3,140,-20,-80,-50,10,4,6,3,2,2,40,1,14,2,10,3,0.8,4,2,1,0,0,abtg_news.csv,3,60,30,0,,ALTAV,771403,0,1
2,-258.55,-9.94423,0.68527,-0.50034,-5.00000,5.1452,26,-1.5282,-235,-234.77,0,1,16408,10,3,140,-20,-80,-50,10,4,6,3,2,2,40,1,14,2,10,3,0.8,4,2,1,0,0,abtg_news.csv,3,60,30,0,,ALTAV,771403,0,1
