Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpPatternMode,InpTF,InpBBPeriod,InpBBDev,InpStdPeriod,InpStdSmaPeriod,InpAtrPeriod,InpBulgeWidthMult,InpBulgeRefBars,InpBulgeMinBars,InpBulgeMaxBars,InpBulgeMinImpBars,InpBulgeCandleMaxATR,InpBulgeNetMoveATR,InpBulgeMedianDistPct,InpImpulseATR,InpRientroMaxATR,InpZigZagATR,InpDeepSpikeATR,InpBandRidingMaxBars,InpPostBulgeMaxBars,InpReinflateTolPct,InpUseShadowFilter,InpShadowBodyMult,InpUseRangeReduction,InpRangeReductionPct,InpContNoImpulseBandReturn,InpNarrowBars,InpStdDownMode,InpFlatSlopeATR,InpSlopeSource,InpRetestBufferATR,InpUseReversalCandle,InpRevBodyMaxPct,InpRevShadowMinPct,InpMinSolidita,InpSL_ATRmult,InpTPMode,InpTP1Pct,InpTPRefreshBars,InpBEatATR,InpBEMode,InpMinTPatATR,InpUseCongestionFilter,InpCongBars,InpCongCSMin,InpCongCDAStdBars,InpCongWidthDropPct,InpCongLateralATR,InpRiskPercent,InpMaxPositions,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
1,38.97,39.61000,61.89062,3.33362,0.00000,0.1167,1,-0.0322,-0,-0.00,1,16385,20,2,20,50,14,1.5,20,3,20,1,0,1.5,0.75,1.5,1,1,1,20,30,1,0,1.5,0,30,0,2,0,0.05,0,0.15,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
0,-103.93,-34.64333,0.32076,-0.74230,-0.19837,1.3967,3,-1.0151,-101,-100.57,0,16385,20,2,20,50,14,1.5,20,3,20,1,0,1.5,0.75,1.5,1,1,1,20,30,1,0,1.5,0,30,0,2,0,0.05,0,0.15,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
2,-66.40,-16.60000,0.56779,-0.47425,-0.17677,1.3967,4,-1.0151,-101,-100.57,2,16385,20,2,20,50,14,1.5,20,3,20,1,0,1.5,0.75,1.5,1,1,1,20,30,1,0,1.5,0,30,0,2,0,0.05,0,0.15,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
