Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpPatternMode,InpTF,InpBBPeriod,InpBBDev,InpStdPeriod,InpStdSmaPeriod,InpAtrPeriod,InpBulgeWidthMult,InpBulgeRefBars,InpBulgeMinBars,InpBulgeMaxBars,InpBulgeMinImpBars,InpBulgeCandleMaxATR,InpBulgeNetMoveATR,InpBulgeMedianDistPct,InpImpulseATR,InpRientroMaxATR,InpZigZagATR,InpDeepSpikeATR,InpBandRidingMaxBars,InpPostBulgeMaxBars,InpReinflateTolPct,InpUseShadowFilter,InpShadowBodyMult,InpUseRangeReduction,InpRangeReductionPct,InpContNoImpulseBandReturn,InpNarrowBars,InpStdDownMode,InpFlatSlopeATR,InpSlopeSource,InpRetestBufferATR,InpUseReversalCandle,InpRevBodyMaxPct,InpRevShadowMinPct,InpMinSolidita,InpSL_ATRmult,InpTPMode,InpTP1Pct,InpTPRefreshBars,InpBEatATR,InpBEMode,InpMinTPatATR,InpUseCongestionFilter,InpCongBars,InpCongCSMin,InpCongCDAStdBars,InpCongWidthDropPct,InpCongLateralATR,InpRiskPercent,InpMaxPositions,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
1,2.78,2.82000,70.50000,0.09758,0.00188,0.2849,1,-0.2245,-0,-0.00,1,16388,20,2,20,50,14,1.5,20,3,20,1,0,1.5,0.75,1.5,1,1,1,20,30,1,0,1.5,0,30,0,2,0,0.05,0,0.15,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
2,12.55,6.30500,210.16667,0.44051,0.01140,0.2846,2,-0.2243,-0,-0.00,2,16388,20,2,20,50,14,1.5,20,3,20,1,0,1.5,0.75,1.5,1,1,1,20,30,1,0,1.5,0,30,0,2,0,0.05,0,0.15,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
0,9.77,9.79000,489.50000,0.41293,0.00493,0.2364,1,-0.1569,-0,-0.00,0,16388,20,2,20,50,14,1.5,20,3,20,1,0,1.5,0.75,1.5,1,1,1,20,30,1,0,1.5,0,30,0,2,0,0.05,0,0.15,0,33,50,0,3,0,50,1,1,0,0,0,15,4,10,15,1,1,1,0,0,abtg_news.csv,3,60,30,0,,BB,772101,0,1
