Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpStAtrPeriod,InpUsaGuardian,InpTF,InpStMult,InpNearAtr,InpRequireConfirmBody,InpAllowLong,InpAllowShort,InpUseConfluence,InpEma1,InpEma2,InpEma3,InpEma4,InpConflAtr,InpFirstFraction,InpUsePending,InpPendingPips,InpPendingExpiryBars,InpSLLookback,InpSLBufferPips,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP_RR,InpTrailOnST,InpExitOnFlip,InpRiskPercent,InpMaxTradesPerDay,InpUseTimeWindow,InpStartHour,InpEndHour,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
0,-563.84,-5.42154,0.55650,-0.67916,-5.00000,8.1302,104,6,1,16385,3.5,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123C,784120,0,1
3,-15.58,-0.13316,0.98837,-0.02397,-0.13798,6.1656,117,9,1,16385,3.5,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123C,784120,0,1
1,-161.18,-1.37761,0.85085,-0.30713,-1.75096,5.1032,117,7,1,16385,3.5,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123C,784120,0,1
4,-143.20,-1.29009,0.88776,-0.19247,-1.08817,7.0634,111,10,1,16385,3.5,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123C,784120,0,1
2,-322.04,-2.36794,0.78128,-0.33484,-2.58795,9.1089,136,8,1,16385,3.5,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123C,784120,0,1
5,-215.76,-1.67256,0.83618,-0.34719,-1.81842,6.0757,129,11,1,16385,3.5,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123C,784120,0,1
6,213.62,2.01528,1.17727,0.41080,1.81321,4.9268,106,12,1,16385,3.5,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,3,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,SRDOW123C,784120,0,1
