Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpMagic,InpBoxStartHour,InpBoxStartMin,InpBoxEndHour,InpBoxEndMin,InpMinBoxPts,InpMaxBoxPts,InpPlaceHour,InpPlaceMin,InpEntryCutoffHour,InpEntryCutoffMin,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpBufferPoints,InpAllowLong,InpAllowShort,InpSLMode,InpMgmtTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP2_R,InpTP2Pct,InpUseEMA200Target,InpEMA200Period,InpTPfinal_R,InpUseTrailing,InpTrailAtrMult,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMaxSpread,InpVerbose
1,11683.08,898.69846,2.37960,1.64310,6.87642,7.0155,13,778121,23,0,4,59,0,0,7,59,8,30,17,30,1,1,90,1000,0,1,1,15,14,2.5,3000,1,0,0,3,0,0,200,4,0,2,1,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,MAXMIN DAX SHORT,0,1
0,11683.08,898.69846,2.37960,1.64310,6.87642,7.0155,13,778120,23,0,4,59,0,0,7,59,8,30,17,30,1,1,90,1000,0,1,1,15,14,2.5,3000,1,0,0,3,0,0,200,4,0,2,1,SPXUSD,16385,14,100,1,0,abtg_news.csv,3,30,30,0,,1,MAXMIN DAX SHORT,0,1
