Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpMagic,InpTF,InpWilliamsPeriod,InpSuperTrendATR,InpSuperTrendMult,InpZonaOB,InpZonaOS,InpMediana,InpCandeleRettangolo,InpIncludiCandelaRottura,InpAttesaCandeleZona,InpCandeleAttesa,InpAnnullaSottoMediana,InpStopBufferPip,InpTargetR,InpMinRR,InpBreakEven1R,InpChiudiSuSegnaleContrario,InpApriSuSegnaleContrario,InpChiudiSuWilliamsOpposto,InpUnaOperazionePerZona,InpRischioMode,InpRiskPercent,InpCrossFamiglia,InpMaxSpreadPip,InpSlippagePoint,InpAutoTest,InpComment,InpLog
1,-6107.88,-2.95352,0.90182,-0.66896,-0.71863,70.1125,2068,779121,15,140,10,3,-20,-80,-50,20,0,1,0,1,1,3,2,1,1,1,0,0,0,1,7,3,20,1,BRKCORSO,0
0,-6107.88,-2.95352,0.90182,-0.66896,-0.71863,70.1125,2068,779120,15,140,10,3,-20,-80,-50,20,0,1,0,1,1,3,2,1,1,1,0,0,0,1,7,3,20,1,BRKCORSO,0
