Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpStMult,InpCicloTF,InpStAtrPeriod,InpWprPeriod,InpWprOB,InpWprOS,InpWprMid,InpWprGraceBars,InpRsiPeriod,InpRsiLookback,InpMaxCicloAgeBars,InpRitestBars,InpFaseTimeoutBars,InpUseDirFilter,InpAtrPeriod,InpTargetATRmult,InpSLBufferPoints,InpMinRR,InpMa9Bars,InpRiskPercent,InpMaxTradesPerDay,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
1,-397.09,-2.79641,0.89919,-0.40902,-3.12705,9.5030,142,-2.0750,-655,-654.69,3.0,16388,10,140,-20,-80,-50,10,4,6,2,2,40,1,14,2,10,3,2,1,0,0,abtg_news.csv,3,60,30,0,,ALTAV,771401,0,1
3,-992.20,-10.55532,0.58771,-0.69581,-5.00000,13.8439,94,-1.4244,-311,-361.57,4.0,16388,10,140,-20,-80,-50,10,4,6,2,2,40,1,14,2,10,3,2,1,0,0,abtg_news.csv,3,60,30,0,,ALTAV,771401,0,1
2,-728.73,-6.74750,0.74159,-0.85427,-5.00000,8.4434,108,-1.6544,-522,-522.39,3.5,16388,10,140,-20,-80,-50,10,4,6,2,2,40,1,14,2,10,3,2,1,0,0,abtg_news.csv,3,60,30,0,,ALTAV,771401,0,1
0,-1058.60,-6.15465,0.78292,-0.56481,-5.00000,17.7376,172,-2.5607,-372,-372.36,2.5,16388,10,140,-20,-80,-50,10,4,6,2,2,40,1,14,2,10,3,2,1,0,0,abtg_news.csv,3,60,30,0,,ALTAV,771401,0,1
