Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpPivotR,InpPivotSource,InpTF,InpLinRegLen,InpPlotMode,InpPlotLen,InpCciPeriod,InpPivotL,InpMaxPivotDist,InpDivMaxBars,InpDivDieOnFail,InpHourStart,InpHourEnd,InpPrevBars,InpEntryWindowBars,InpMarketIfTooClose,InpSLBufferPts,InpTP_R,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpRiskPercent,InpMagic,InpComment,InpVerbose
0,-561.17,-15.16676,0.71538,-0.54927,-2.15346,10.2069,37,-2.2263,-861,-861.08,3,0,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
1,323.51,11.55393,1.26972,0.88268,1.44624,3.6616,28,-1.0572,-195,-194.71,5,0,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
2,835.58,43.97789,2.57630,1.92681,3.62383,3.9558,19,-1.0171,-308,-307.88,7,0,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
4,-1053.89,-45.82130,0.33676,-0.94511,-5.00000,11.1329,23,-2.0674,-345,-345.38,5,1,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
3,-711.77,-22.96032,0.61145,-0.88375,-3.08770,7.9793,31,-2.1089,-397,-396.87,3,1,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
5,-519.54,-30.56118,0.50464,-0.62131,-2.39763,8.3484,17,-1.1091,-549,-549.17,7,1,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
6,351.14,21.94625,1.58602,0.82261,1.36089,4.2617,16,-1.0893,-396,-396.47,3,2,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
7,564.56,56.45600,3.81197,3.43093,0.88453,1.5808,10,-1.0157,-104,-104.47,5,2,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
8,469.53,52.17000,3.37833,2.44203,0.67703,1.8629,9,-1.0063,-103,-102.54,7,2,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
