Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpPivotR,InpPivotSource,InpTF,InpLinRegLen,InpPlotMode,InpPlotLen,InpCciPeriod,InpPivotL,InpMaxPivotDist,InpDivMaxBars,InpDivDieOnFail,InpHourStart,InpHourEnd,InpPrevBars,InpEntryWindowBars,InpMarketIfTooClose,InpSLBufferPts,InpTP_R,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpRiskPercent,InpMagic,InpComment,InpVerbose
0,-97.76,-1.71509,0.96711,-0.07850,-0.25287,11.4493,57,-1.8226,-690,-689.80,3,0,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
6,-152.94,-6.11760,0.88341,-0.16543,-1.01621,8.8327,25,-1.1698,-505,-504.77,3,2,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
7,242.27,18.63615,1.45361,0.68663,0.52037,3.4271,13,-1.0938,-312,-311.78,5,2,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
1,1036.18,19.92654,1.45038,1.33766,2.56595,6.7103,52,-1.8199,-480,-479.51,5,0,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
3,678.22,14.12958,1.32116,1.47199,1.83194,4.3804,48,-1.4284,-320,-320.35,3,1,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
5,201.26,5.59056,1.11491,0.22124,0.63019,8.2692,36,-1.8102,-649,-649.44,7,1,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
4,1176.20,28.68780,1.74478,2.72736,3.19216,3.8793,41,-1.4545,-232,-231.70,5,1,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
2,959.33,22.31000,1.52358,1.46077,2.59857,5.8022,43,-1.4891,-477,-476.88,7,0,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
8,-246.30,-24.63000,0.59418,-0.68558,-0.34490,3.5525,10,-1.0027,-201,-201.31,7,2,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
