Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpPivotR,InpPivotSource,InpTF,InpLinRegLen,InpPlotMode,InpPlotLen,InpCciPeriod,InpPivotL,InpMaxPivotDist,InpDivMaxBars,InpDivDieOnFail,InpHourStart,InpHourEnd,InpPrevBars,InpEntryWindowBars,InpMarketIfTooClose,InpSLBufferPts,InpTP_R,InpWarmupBars,InpAllowLong,InpAllowShort,InpMaxSpreadPts,InpRiskPercent,InpMagic,InpComment,InpVerbose
1,-334.27,-14.53348,0.73401,-0.40813,-1.76172,8.1032,23,-1.1780,-299,-298.75,5,0,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
0,-1059.06,-46.04609,0.34021,-0.82575,-5.00000,12.7944,23,-1.1780,-1002,-1001.82,3,0,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
2,308.85,11.87885,1.27713,0.60992,1.12879,4.9347,26,-1.2157,-302,-301.92,7,0,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
3,-1163.42,-38.78067,0.41522,-0.90406,-5.00000,12.7119,30,-1.3326,-556,-556.24,3,1,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
4,-716.44,-37.70737,0.43836,-0.66128,-2.53831,10.4507,19,-1.2035,-672,-671.75,5,1,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
5,-624.11,-34.67278,0.46667,-0.80170,-2.11716,7.7241,18,-1.2034,-672,-671.75,7,1,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
7,157.06,39.26500,2.55121,1.21114,0.22372,1.2936,4,-0.8521,-99,-99.35,5,2,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
6,638.05,58.00455,4.02910,3.01337,1.10747,2.0229,11,-0.9954,-106,-106.12,3,2,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
8,-19.20,-4.80000,0.90317,-0.12019,-0.02167,1.5952,4,-0.9954,-99,-98.82,7,2,16385,11,0,11,20,5,60,0,0,8,18,3,3,1,30,1,500,1,1,300,1,772401,EZ TREND,1
