Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpRangeEndMin,InpTP_R,InpUseVolumeFilter,InpRangeStartHour,InpRangeStartMin,InpRangeEndHour,InpEndHour,InpEndMin,InpCloseAtEnd,InpOneTradePerDay,InpPendingExpiryMin,InpEntryPoints,InpK,InpAllowLong,InpAllowShort,InpSLMode,InpExecTF,InpAtrPeriod,InpAtrSLmult,InpSLFixedPts,InpTPMode,InpTPRangeMult,InpTP1Pct,InpBreakeven,InpUseTrailEMA,InpEmaFast,InpEmaSlow,InpExitOnEmaClose,InpUseCloseConfirm,InpMinBodyPct,InpUseEmaFilter,InpUseEma200Filter,InpEma200Period,InpMinRangePct,InpMaxRangePct,InpVolMult,InpVolAvgBars,InpRiskPercent,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpComment,InpMagic,InpMaxSpread,InpVerbose
5,-830.12,-3.89728,0.69574,-0.89692,-5.00000,9.2258,213,30,1.5,1,7,0,7,12,0,1,1,600,10,1,1,1,0,5,14,1.5,1000,0,1.5,50,1,1,9,21,1,1,50,1,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
1,-1128.61,-4.30767,0.71445,-0.85560,-5.00000,13.1488,262,30,1.5,0,7,0,7,12,0,1,1,600,10,1,1,1,0,5,14,1.5,1000,0,1.5,50,1,1,9,21,1,1,50,1,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
3,-1177.60,-4.54672,0.70266,-0.83316,-5.00000,14.0891,259,30,2.0,0,7,0,7,12,0,1,1,600,10,1,1,1,0,5,14,1.5,1000,0,1.5,50,1,1,9,21,1,1,50,1,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
4,-937.44,-4.28055,0.69007,-0.79184,-5.00000,11.7992,219,15,1.5,1,7,0,7,12,0,1,1,600,10,1,1,1,0,5,14,1.5,1000,0,1.5,50,1,1,9,21,1,1,50,1,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
6,-907.38,-4.26000,0.70695,-0.74596,-5.00000,12.1233,213,15,2.0,1,7,0,7,12,0,1,1,600,10,1,1,1,0,5,14,1.5,1000,0,1.5,50,1,1,9,21,1,1,50,1,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
0,-1566.69,-6.07244,0.63288,-0.82543,-5.00000,18.9170,258,15,1.5,0,7,0,7,12,0,1,1,600,10,1,1,1,0,5,14,1.5,1000,0,1.5,50,1,1,9,21,1,1,50,1,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
7,-848.78,-4.08067,0.69525,-0.85378,-5.00000,9.9098,208,30,2.0,1,7,0,7,12,0,1,1,600,10,1,1,1,0,5,14,1.5,1000,0,1.5,50,1,1,9,21,1,1,50,1,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
2,-1457.13,-5.73673,0.66390,-0.77707,-5.00000,18.6888,254,15,2.0,0,7,0,7,12,0,1,1,600,10,1,1,1,0,5,14,1.5,1000,0,1.5,50,1,1,9,21,1,1,50,1,0,200,0,0,1.5,20,1,0,abtg_news.csv,3,30,30,0,USD,1,ORB OTT,770611,0,1
