Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpTF,InpStMult,InpStAtrPeriod,InpNearAtr,InpRequireConfirmBody,InpAllowLong,InpAllowShort,InpUseConfluence,InpEma1,InpEma2,InpEma3,InpEma4,InpConflAtr,InpFirstFraction,InpUsePending,InpPendingPips,InpPendingExpiryBars,InpSLLookback,InpSLBufferPips,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP_RR,InpTrailOnST,InpExitOnFlip,InpRiskPercent,InpMaxTradesPerDay,InpUseTimeWindow,InpStartHour,InpEndHour,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpMagic,InpMaxSpread,InpVerbose
7,-383.62,-15.98417,0.30960,-0.78973,-5.00000,4.8559,24,16390,2.5,9,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,2.5,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV CAC H4,970915,0,1
3,-391.72,-5.51718,0.63192,-0.74881,-4.90277,5.2267,71,16385,2.5,9,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,2.5,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV CAC H4,970915,0,1
5,-41.32,-0.76519,0.94480,-0.07948,-0.48544,5.0637,54,16387,2.5,9,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,2.5,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV CAC H4,970915,0,1
0,-1420.72,-6.07145,0.61372,-0.76466,-5.00000,18.3886,234,15,2.5,9,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,2.5,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV CAC H4,970915,0,1
6,-6.42,-0.27913,0.97551,-0.02028,-0.19797,3.1227,23,16388,2.5,9,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,2.5,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV CAC H4,970915,0,1
2,-1304.18,-8.58013,0.47452,-1.00000,-5.00000,13.0418,152,30,2.5,9,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,2.5,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV CAC H4,970915,0,1
1,-953.72,-4.45664,0.70050,-0.95505,-5.00000,9.9601,214,20,2.5,9,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,2.5,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV CAC H4,970915,0,1
4,-381.40,-4.23778,0.67801,-0.57448,-3.04524,6.4576,90,16386,2.5,9,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,2.5,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV CAC H4,970915,0,1
10,-70.71,-7.07100,0.25206,-0.40144,-0.63498,1.7509,10,16408,2.5,9,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,2.5,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV CAC H4,970915,0,1
8,-176.19,-44.04750,0.00000,-0.76674,-0.22917,2.2856,4,16392,2.5,9,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,2.5,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV CAC H4,970915,0,1
9,-81.41,-3.87667,0.73832,-0.27113,-1.14556,2.9709,21,16396,2.5,9,1,1,1,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,2.5,1,1,1,0,0,0,24,0,abtg_news.csv,3,30,30,0,,STREV CAC H4,970915,0,1
