Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpAllowLong,InpAllowShort,InpTF,InpPatternMode,InpExitMode,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
1,31.68,2.11200,1.08387,0.06990,0.19571,4.3309,15,-0.9615,-176,-197.73,1,0,16385,1,0,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
2,-243.41,-15.21312,0.64210,-0.37225,-1.82806,6.3085,16,-1.0074,-375,-375.47,0,1,16385,1,0,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
3,-158.25,-5.65179,0.83750,-0.22453,-1.11824,6.6951,28,-1.0330,-315,-315.34,1,1,16385,1,0,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
