Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpAllowLong,InpAllowShort,InpTF,InpPatternMode,InpExitMode,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
2,-1165.54,-77.70267,0.10787,-0.97766,-3.68833,11.8900,15,-1.2583,-872,-871.57,0,1,16385,1,1,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
1,614.89,30.74450,2.00333,2.23069,2.49498,2.6960,20,-1.2800,-194,-193.75,1,0,16385,1,1,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
3,-673.24,-23.21517,0.59680,-0.95222,-2.49688,7.0479,29,-1.2542,-421,-420.77,1,1,16385,1,1,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
