Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpAllowLong,InpAllowShort,InpTF,InpPatternMode,InpExitMode,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
1,37.88,4.73500,1.17944,0.13141,0.04558,2.8709,8,-2.2196,-104,-103.91,1,0,16385,1,1,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
2,-32.27,-2.68917,0.95042,-0.08389,-0.10104,3.7436,12,-2.1912,-321,-321.32,0,1,16385,1,1,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
3,152.13,9.50812,1.25539,0.31948,0.52261,4.6079,16,-2.1964,-282,-281.75,1,1,16385,1,1,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
