Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpAllowLong,InpAllowShort,InpTF,InpPatternMode,InpExitMode,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
1,225.57,17.35154,1.52967,0.83849,0.57845,2.6690,13,-1.4195,-104,-106.66,1,0,16385,1,1,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
2,-86.00,-5.73333,0.86607,-0.23136,-0.29483,3.6294,15,-1.1504,-289,-289.19,0,1,16385,1,1,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
3,620.96,31.04800,2.08291,2.01650,2.34641,3.0460,20,-1.2650,-121,-197.70,1,1,16385,1,1,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
