Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpAllowLong,InpAllowShort,InpTF,InpPatternMode,InpExitMode,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
1,41.61,8.32200,1.42098,0.49022,0.05960,0.8477,5,-0.6383,-59,-59.05,1,0,16385,0,1,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
2,-312.22,-20.81467,0.58627,-0.45304,-1.31020,6.7747,15,-1.0202,-590,-590.20,0,1,16385,0,1,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
3,-201.02,-10.58000,0.74356,-0.33198,-1.01193,5.9756,19,-1.0155,-425,-425.45,1,1,16385,0,1,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
