Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpAllowLong,InpAllowShort,InpTF,InpPatternMode,InpExitMode,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
2,348.65,31.69545,3.25081,1.94029,0.77577,1.7717,11,-1.0979,-102,-102.22,0,1,16385,0,0,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
1,-81.04,-8.10400,0.61958,-0.25454,-0.27471,3.1313,10,-1.1132,-112,-112.43,1,0,16385,0,0,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
3,262.23,12.48714,1.70536,0.86593,1.35345,2.9544,21,-1.0997,-137,-137.03,1,1,16385,0,0,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
