Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpAllowLong,InpAllowShort,InpTF,InpPatternMode,InpExitMode,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
1,337.18,22.47867,1.88133,0.71666,1.39571,4.4700,15,-1.0101,-206,-206.14,1,0,16385,1,0,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
2,820.59,43.18895,9.71485,6.03508,4.92831,1.2936,19,-0.6840,-37,-37.12,0,1,16385,1,0,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
3,983.55,31.72742,3.04043,2.05201,4.37326,4.5420,31,-1.0074,-206,-206.14,1,1,16385,1,0,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
