Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpAllowLong,InpAllowShort,InpTF,InpPatternMode,InpExitMode,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
2,-594.42,-31.28526,0.44252,-0.98144,-2.95072,6.0498,19,-1.0360,-309,-309.35,0,1,16385,1,1,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
1,200.88,11.16000,1.30100,0.63289,0.82536,3.0740,18,-1.0195,-210,-210.39,1,0,16385,1,1,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
3,-364.75,-13.02679,0.71365,-0.57159,-1.53772,6.3304,28,-1.0401,-401,-401.42,1,1,16385,1,1,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
