Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpAllowLong,InpAllowShort,InpTF,InpPatternMode,InpExitMode,InpTP_R,InpSLMode,InpSLBufferATR,InpAtrSlMult,InpAtrPeriodD1,InpSizeMinATR,InpSizeMaxATR,InpMaxDaysHold,InpMaxSpreadPts,InpEntryWindowBars,InpRiskPercent,InpMagic,InpComment,InpVerbose
1,17.71,1.26500,1.03382,0.05164,0.09171,3.3414,14,-1.0282,-199,-198.66,1,0,16385,0,0,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
2,440.27,17.61080,1.84138,0.81888,2.49804,5.0992,25,-1.0168,-415,-414.79,0,1,16385,0,0,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
3,427.61,11.25289,1.40779,0.80030,1.77398,5.0850,38,-1.0276,-415,-414.79,1,1,16385,0,0,1.5,0,0.1,1.5,14,0,0,5,300,3,1,772301,LARRY,1
