Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpUseTimeWindow,InpUsaGuardian,InpTF,InpStMult,InpStAtrPeriod,InpNearAtr,InpRequireConfirmBody,InpAllowLong,InpAllowShort,InpUseConfluence,InpEma1,InpEma2,InpEma3,InpEma4,InpConflAtr,InpFirstFraction,InpUsePending,InpPendingPips,InpPendingExpiryBars,InpSLLookback,InpSLBufferPips,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP_RR,InpTrailOnST,InpExitOnFlip,InpRiskPercent,InpMaxTradesPerDay,InpStartHour,InpEndHour,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose,InpLogImbuto
0,3875.66,49.68795,1.64310,1.15390,5.97167,3.3431,78,0,0,16385,3.5,9,1,1,0,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,2.5,1,1,1,0,14,22,0,abtg_news.csv,3,30,30,0,,STREV_R243a,0,20,764280,0,1,1
1,1792.66,27.16152,1.29817,0.51017,3.53043,3.4975,66,1,0,16385,3.5,9,1,1,0,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,2.5,1,1,1,0,14,22,0,abtg_news.csv,3,30,30,0,,STREV_R243a,0,20,764280,0,1,1
