Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpUseTimeWindow,InpUsaGuardian,InpTF,InpStMult,InpStAtrPeriod,InpNearAtr,InpRequireConfirmBody,InpAllowLong,InpAllowShort,InpUseConfluence,InpEma1,InpEma2,InpEma3,InpEma4,InpConflAtr,InpFirstFraction,InpUsePending,InpPendingPips,InpPendingExpiryBars,InpSLLookback,InpSLBufferPips,InpTP1_R,InpTP1Pct,InpBreakeven,InpTP_RR,InpTrailOnST,InpExitOnFlip,InpRiskPercent,InpMaxTradesPerDay,InpStartHour,InpEndHour,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpComment,InpFridayClose,InpFridayCloseHour,InpMagic,InpMaxSpread,InpVerbose,InpLogImbuto
0,2019.01,29.69132,1.29177,0.51681,2.96212,3.6977,68,0,0,16385,3.5,9,1,1,0,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,2.5,1,1,1,0,14,22,0,abtg_news.csv,3,30,30,0,,STREV_R243a,0,20,764280,0,1,1
1,2491.38,51.90375,1.48805,0.59560,4.81107,3.9213,48,1,0,16385,3.5,9,1,1,0,1,1,14,89,100,200,1.5,0.3333,1,20,3,5,3,1,50,1,2.5,1,1,1,0,14,22,0,abtg_news.csv,3,30,30,0,,STREV_R243a,0,20,764280,0,1,1
