close_time;symbol;magic;position_id;deal_type;volume;price;net_profit
2024.10.07 11:22:39;D30EUR;792702;2;0;1.60;19080.60;-96.00
2024.10.08 10:04:02;D30EUR;792702;4;0;2.20;18988.50;-99.66
2024.12.20 13:18:10;D30EUR;792702;6;0;0.30;19637.50;32.34
2024.12.20 14:33:30;D30EUR;792702;6;0;0.60;19745.50;-0.12
2025.01.27 14:10:06;D30EUR;792702;9;0;1.10;21224.40;-92.95
2025.02.05 11:08:02;D30EUR;792702;11;0;1.50;21451.70;-95.85
2025.02.27 12:17:49;D30EUR;792702;13;0;0.90;22624.10;-92.88
2025.03.04 14:01:28;D30EUR;792702;15;0;0.10;22540.20;20.33
2025.03.04 16:10:58;D30EUR;792702;15;0;0.30;22338.20;121.59
2025.03.07 09:40:03;D30EUR;792702;18;0;0.30;23011.10;33.99
2025.03.07 10:12:00;D30EUR;792702;18;0;0.50;23125.10;-0.35
2025.03.31 10:53:21;D30EUR;792702;21;0;0.30;22131.90;30.39
2025.03.31 11:18:55;D30EUR;792702;21;0;0.60;22030.90;121.38
2025.04.03 11:29:38;D30EUR;792702;24;0;0.30;21895.50;30.09
2025.04.03 15:08:37;D30EUR;792702;24;0;0.60;21796.00;119.88
2025.04.04 10:50:06;D30EUR;792702;27;0;0.30;21189.70;34.29
2025.04.04 11:06:28;D30EUR;792702;27;0;0.50;21080.20;111.90
2025.04.07 10:48:11;D30EUR;792702;30;0;0.40;19576.30;-97.84
2025.04.09 12:00:39;D30EUR;792702;32;0;0.10;19429.90;25.65
2025.04.09 14:17:10;D30EUR;792702;32;0;0.20;19687.90;-0.30
2025.04.16 09:27:29;D30EUR;792702;35;0;1.10;21043.60;-102.74
2025.04.24 10:02:34;D30EUR;792702;37;0;1.30;21813.40;-99.97
2025.05.06 10:09:17;D30EUR;792702;39;0;0.20;22987.90;27.92
2025.05.06 11:46:45;D30EUR;792702;39;0;0.50;23127.90;-0.20
2025.06.13 09:27:13;D30EUR;792702;42;0;0.60;23450.10;37.86
2025.06.13 09:42:11;D30EUR;792702;42;0;1.00;23390.10;123.10
2025.06.17 12:12:49;D30EUR;792702;45;0;1.60;23474.30;-101.44
2025.07.04 14:43:00;D30EUR;792702;47;0;1.20;23836.10;-93.84
2025.07.11 17:25:02;D30EUR;792702;49;0;0.90;24217.60;21.69
2025.07.22 12:38:52;D30EUR;792702;51;0;0.40;24022.70;34.32
2025.07.22 14:20:00;D30EUR;792702;51;0;0.70;24109.20;-0.49
2025.08.01 12:04:15;D30EUR;792702;54;0;0.50;23589.70;35.10
2025.08.01 14:20:25;D30EUR;792702;54;0;0.90;23521.20;124.83
2025.08.26 11:19:48;D30EUR;792702;57;0;1.50;24198.60;-99.15
2025.08.29 12:27:03;D30EUR;792702;59;0;1.10;23968.90;-93.61
2025.09.02 11:51:16;D30EUR;792702;61;0;0.40;23666.70;31.56
2025.09.02 13:29:45;D30EUR;792702;61;0;0.80;23589.30;125.04
2025.10.17 09:34:33;D30EUR;792702;64;0;1.20;23806.30;-98.64
2025.11.04 14:17:16;D30EUR;792702;66;0;0.80;23849.70;-96.88
2026.01.20 10:17:31;D30EUR;792702;68;0;0.30;24604.40;34.14
2026.01.20 16:34:41;D30EUR;792702;68;0;0.50;24718.90;-0.35
2026.03.03 09:43:17;D30EUR;792702;71;0;0.20;23934.00;35.16
2026.03.03 11:15:18;D30EUR;792702;71;0;0.30;23755.50;106.29
2026.03.09 10:21:15;D30EUR;792702;74;0;0.50;23119.50;-95.85
2026.03.11 09:57:27;D30EUR;792702;76;0;0.40;23572.30;34.12
2026.03.11 11:16:28;D30EUR;792702;76;0;0.70;23657.80;-0.14
2026.03.13 10:00:15;D30EUR;792702;79;0;0.80;23435.80;-93.20
2026.03.19 09:27:44;D30EUR;792702;81;0;0.30;23005.50;30.09
2026.03.19 10:25:51;D30EUR;792702;81;0;0.60;22903.50;121.38
2026.03.26 10:30:22;D30EUR;792702;84;0;0.30;22576.80;32.04
2026.03.26 11:16:58;D30EUR;792702;84;0;0.60;22683.80;-0.12
2026.04.02 11:14:33;D30EUR;792702;87;0;0.40;22847.90;33.64
2026.04.02 12:15:28;D30EUR;792702;87;0;0.80;22765.60;133.12
2026.04.09 14:38:01;D30EUR;792702;90;0;0.60;23734.10;37.44
2026.04.09 16:04:30;D30EUR;792702;90;0;1.00;23671.00;125.50
2026.04.13 13:04:06;D30EUR;792702;93;0;0.50;23477.20;38.00
2026.04.13 14:00:22;D30EUR;792702;93;0;0.80;23554.60;-1.12
2026.04.20 11:05:58;D30EUR;792702;96;0;1.10;24376.10;-102.52
2026.05.08 10:24:02;D30EUR;792702;98;0;1.10;24509.40;-103.51
2026.05.15 13:00:11;D30EUR;792702;100;0;0.30;24002.40;33.09
2026.05.15 16:49:41;D30EUR;792702;100;0;0.60;23890.30;133.44
2026.06.03 10:55:01;D30EUR;792702;103;0;0.60;24852.40;35.88
2026.06.03 11:08:28;D30EUR;792702;103;0;1.10;24921.00;-9.68
2026.06.08 10:20:01;D30EUR;792702;106;0;1.50;24571.60;-105.15
2026.06.23 10:24:18;D30EUR;792702;108;0;1.50;24804.50;-99.00
2026.06.24 11:01:49;D30EUR;792702;110;0;0.60;24622.90;35.88
2026.06.24 13:18:37;D30EUR;792702;110;0;1.10;24682.70;0.00
2026.06.26 10:09:44;D30EUR;792702;113;0;0.50;24695.10;36.80
2026.06.26 13:48:38;D30EUR;792702;113;0;0.90;24626.90;127.62
