Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpRangeMinutes,InpDelayMinutes,InpDelayDirMode,InpTrailFixedPts,InpSessionHour,InpSessionMin,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpEntryMode,InpRangeMode,InpLevelTF,InpPrevWindowMin,InpBufferPoints,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpMinRangePts,InpMaxRangePts,InpRetestOffsetPts,InpFadeOffsetPts,InpUseGapFill,InpGapMinPoints,InpGapMinRR,InpUseEmaFilter,InpEmaFast,InpEmaSlow,InpFilterTF,InpUseSupertrend,InpStAtrPeriod,InpStMultiplier,InpStTF,InpUseSupertrend3,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpUseVwapFilter,InpVwapTF,InpRiskPercent,InpSLMode,InpAtrSlMult,InpAtrPeriodMgmt,InpTP1_R,InpTP1_ClosePct,InpBreakevenAtTP1,InpBEatR,InpUseTrailing,InpTrailMode,InpTrailTF,InpTrailAtrMult,InpUseRoundLevels,InpRoundStep,InpRoundMinDistPts,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpSlippagePts,InpMinStopPts,InpSkipIfTight,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpUseAtrFilter,InpAtrFilterBars,InpAtrFilterMult,InpMagic,InpMaxSpread,InpVerbose
821,-6678.73,-102.74969,0.61624,-0.85619,-5.00000,7.7525,65,30,45,1,800,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
490,-3897.93,-31.43492,0.86888,-0.52553,-5.00000,7.2950,124,55,30,1,500,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
140,-331.98,-12.29556,0.93746,-0.10833,-1.83309,3.0151,27,45,45,0,200,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
690,-18829.27,-112.75012,0.66408,-0.82139,-5.00000,22.4722,167,35,15,1,700,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
504,-21613.42,-136.79380,0.62900,-0.97059,-5.00000,22.2676,158,5,15,2,500,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
300,-13072.14,-94.04417,0.75641,-0.59955,-5.00000,20.0610,139,5,30,2,300,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
67,-6678.73,-102.74969,0.61624,-0.85619,-5.00000,7.7525,65,40,45,1,100,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
684,-18829.27,-112.75012,0.66408,-0.82139,-5.00000,22.4722,167,5,15,1,700,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
702,-3897.93,-31.43492,0.86888,-0.52553,-5.00000,7.2950,124,35,30,1,700,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
695,-18829.27,-112.75012,0.66408,-0.82139,-5.00000,22.4722,167,60,15,1,700,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
767,-12790.72,-110.26483,0.63737,-0.61709,-5.00000,19.8854,116,60,15,0,800,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
461,-331.98,-12.29556,0.93746,-0.10833,-1.83309,3.0151,27,30,45,0,500,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
566,-331.98,-12.29556,0.93746,-0.10833,-1.83309,3.0151,27,15,45,0,600,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
445,141.42,70.71000,0.00000,0.20299,0.35608,0.6960,2,10,30,0,500,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
585,-18829.27,-112.75012,0.66408,-0.82139,-5.00000,22.4722,167,50,15,1,600,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
179,-6678.73,-102.74969,0.61624,-0.85619,-5.00000,7.7525,65,60,45,1,200,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
100,-4631.74,-62.59108,0.81315,-0.56868,-5.00000,8.0047,74,25,45,2,100,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
143,-331.98,-12.29556,0.93746,-0.10833,-1.83309,3.0151,27,60,45,0,200,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
469,-18829.27,-112.75012,0.66408,-0.82139,-5.00000,22.4722,167,10,15,1,500,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
622,-18231.71,-108.52208,0.66772,-0.78052,-5.00000,23.3576,168,55,15,2,600,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
485,-3897.93,-31.43492,0.86888,-0.52553,-5.00000,7.2950,124,30,30,1,500,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
217,-12790.72,-110.26483,0.63737,-0.61709,-5.00000,19.8854,116,10,15,0,300,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
519,-8355.03,-67.92707,0.78239,-0.61032,-5.00000,13.2034,123,20,30,2,500,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
147,-18829.27,-112.75012,0.66408,-0.82139,-5.00000,22.4722,167,20,15,1,200,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
639,-5298.53,-72.58260,0.78058,-0.60283,-5.00000,8.6687,73,20,45,2,600,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
592,-3894.45,-31.40685,0.86898,-0.52506,-5.00000,7.2947,124,25,30,1,600,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
621,-18231.71,-108.52208,0.66772,-0.78052,-5.00000,23.3576,168,50,15,2,600,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
464,-331.98,-12.29556,0.93746,-0.10833,-1.83309,3.0151,27,45,45,0,500,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
580,-18829.27,-112.75012,0.66408,-0.82139,-5.00000,22.4722,167,25,15,1,600,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
587,-18829.27,-112.75012,0.66408,-0.82139,-5.00000,22.4722,167,60,15,1,600,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
238,141.42,70.71000,0.00000,0.20299,0.35608,0.6960,2,55,30,0,300,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
304,-9231.10,-72.68583,0.76158,-0.67958,-5.00000,13.4553,127,25,30,2,300,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
368,-18829.27,-112.75012,0.66408,-0.82139,-5.00000,22.4722,167,45,15,1,400,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
412,-9231.10,-72.68583,0.76158,-0.67958,-5.00000,13.4553,127,25,30,2,400,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
568,-331.98,-12.29556,0.93746,-0.10833,-1.83309,3.0151,27,25,45,0,600,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
478,-18829.27,-112.75012,0.66408,-0.82139,-5.00000,22.4722,167,55,15,1,500,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
413,-5087.56,-39.13508,0.85372,-0.39520,-5.00000,12.3782,130,30,30,2,400,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
476,-18832.54,-112.76970,0.66404,-0.82153,-5.00000,22.4730,167,45,15,1,500,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
272,-3894.45,-31.40685,0.86898,-0.52506,-5.00000,7.2947,124,45,30,1,300,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
198,-5087.56,-39.13508,0.85372,-0.39520,-5.00000,12.3782,130,35,30,2,200,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
283,-6678.73,-102.74969,0.61624,-0.85619,-5.00000,7.7525,65,40,45,1,300,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
301,-15754.72,-113.34331,0.70696,-0.58352,-5.00000,24.2703,139,10,30,2,300,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
683,-331.98,-12.29556,0.93746,-0.10833,-1.83309,3.0151,27,60,45,0,700,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
361,-18832.54,-112.76970,0.66404,-0.82153,-5.00000,22.4730,167,10,15,1,400,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
711,-6678.73,-102.74969,0.61624,-0.85619,-5.00000,7.7525,65,20,45,1,700,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
158,-3897.93,-31.43492,0.86888,-0.52553,-5.00000,7.2950,124,15,30,1,200,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
562,141.42,70.71000,0.00000,0.20299,0.35608,0.6960,2,55,30,0,600,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
473,-18829.27,-112.75012,0.66408,-0.82139,-5.00000,22.4722,167,30,15,1,500,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
597,-3894.45,-31.40685,0.86898,-0.52506,-5.00000,7.2947,124,50,30,1,600,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
23,141.42,70.71000,0.00000,0.20299,0.35608,0.6960,2,60,30,0,100,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
61,-6678.73,-102.74969,0.61624,-0.85619,-5.00000,7.7525,65,10,45,1,100,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
546,-12790.72,-110.26483,0.63737,-0.61709,-5.00000,19.8854,116,35,15,0,600,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
523,-5087.56,-39.13508,0.85372,-0.39520,-5.00000,12.3782,130,40,30,2,500,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
756,-12790.72,-110.26483,0.63737,-0.61709,-5.00000,19.8854,116,5,15,0,800,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
419,-5090.94,-39.16108,0.85364,-0.39546,-5.00000,12.3785,130,60,30,2,400,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
635,-5087.56,-39.13508,0.85372,-0.39520,-5.00000,12.3782,130,60,30,2,600,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
122,141.42,70.71000,0.00000,0.20299,0.35608,0.6960,2,15,30,0,200,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
75,-18244.83,-108.60018,0.66750,-0.78097,-5.00000,23.3608,168,20,15,2,100,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
161,-3894.45,-31.40685,0.86898,-0.52506,-5.00000,7.2947,124,30,30,1,200,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
601,-6678.73,-102.74969,0.61624,-0.85619,-5.00000,7.7525,65,10,45,1,600,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
814,-3894.45,-31.40685,0.86898,-0.52506,-5.00000,7.2947,124,55,30,1,800,14,30,21,45,1,1,4,2,16385,60,200,120,1,1,0,0,0,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
