Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,InpRangeMinutes,InpBufferPoints,InpTrailFixedPts,InpSessionHour,InpSessionMin,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpEntryMode,InpRangeMode,InpLevelTF,InpPrevWindowMin,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpMinRangePts,InpMaxRangePts,InpRetestOffsetPts,InpFadeOffsetPts,InpDelayMinutes,InpDelayDirMode,InpUseGapFill,InpGapMinPoints,InpGapMinRR,InpUseEmaFilter,InpEmaFast,InpEmaSlow,InpFilterTF,InpUseSupertrend,InpStAtrPeriod,InpStMultiplier,InpStTF,InpUseSupertrend3,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpUseVwapFilter,InpVwapTF,InpRiskPercent,InpSLMode,InpAtrSlMult,InpAtrPeriodMgmt,InpTP1_R,InpTP1_ClosePct,InpBreakevenAtTP1,InpBEatR,InpUseTrailing,InpTrailMode,InpTrailTF,InpTrailAtrMult,InpUseRoundLevels,InpRoundStep,InpRoundMinDistPts,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpSlippagePts,InpMinStopPts,InpSkipIfTight,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpUseAtrFilter,InpAtrFilterBars,InpAtrFilterMult,InpMagic,InpMaxSpread,InpVerbose
312,4602.65,63.92569,1.22579,0.57376,12.73665,7.3536,72,5,300,700,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
133,2407.01,33.90155,1.10952,0.26268,6.48614,8.4549,71,10,400,300,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
187,2407.01,33.90155,1.10952,0.26268,6.48614,8.4549,71,40,400,400,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
81,4602.65,63.92569,1.22579,0.57376,12.73665,7.3536,72,50,300,200,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
123,4602.65,63.92569,1.22579,0.57376,12.73665,7.3536,72,20,300,300,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
21,4378.78,60.81639,1.21369,0.47689,11.64517,8.3471,72,50,200,100,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
17,4378.78,60.81639,1.21369,0.47689,11.64517,8.3471,72,30,200,100,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
213,4378.78,60.81639,1.21369,0.47689,11.64517,8.3471,72,50,200,500,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
4,8800.95,123.95704,1.51782,1.33080,25.01189,6.0242,71,25,100,100,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
41,2407.01,33.90155,1.10952,0.26268,6.48614,8.4549,71,30,400,100,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
324,2407.01,33.90155,1.10952,0.26268,6.48614,8.4549,71,5,400,700,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
177,4602.65,63.92569,1.22579,0.57376,12.73665,7.3536,72,50,300,400,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
164,4378.78,60.81639,1.21369,0.47689,11.64517,8.3471,72,45,200,400,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
76,4602.65,63.92569,1.22579,0.57376,12.73665,7.3536,72,25,300,200,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
374,2407.01,33.90155,1.10952,0.26268,6.48614,8.4549,71,15,400,800,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
162,4378.78,60.81639,1.21369,0.47689,11.64517,8.3471,72,35,200,400,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
126,4602.65,63.92569,1.22579,0.57376,12.73665,7.3536,72,35,300,300,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
145,8800.95,123.95704,1.51782,1.33080,25.01189,6.0242,71,10,100,400,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
178,4602.65,63.92569,1.22579,0.57376,12.73665,7.3536,72,55,300,400,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
98,8800.95,123.95704,1.51782,1.33080,25.01189,6.0242,71,15,100,300,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
92,2407.01,33.90155,1.10952,0.26268,6.48614,8.4549,71,45,400,200,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
294,8800.95,123.95704,1.51782,1.33080,25.01189,6.0242,71,35,100,700,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
334,2407.01,33.90155,1.10952,0.26268,6.48614,8.4549,71,55,400,700,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
266,4602.65,63.92569,1.22579,0.57376,12.73665,7.3536,72,15,300,600,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
109,4378.78,60.81639,1.21369,0.47689,11.64517,8.3471,72,10,200,300,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
47,2407.01,33.90155,1.10952,0.26268,6.48614,8.4549,71,60,400,100,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
281,2407.01,33.90155,1.10952,0.26268,6.48614,8.4549,71,30,400,600,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
247,8800.95,123.95704,1.51782,1.33080,25.01189,6.0242,71,40,100,600,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
375,2407.01,33.90155,1.10952,0.26268,6.48614,8.4549,71,20,400,800,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
340,8800.95,123.95704,1.51782,1.33080,25.01189,6.0242,71,25,100,800,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
301,4378.78,60.81639,1.21369,0.47689,11.64517,8.3471,72,10,200,700,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
50,8800.95,123.95704,1.51782,1.33080,25.01189,6.0242,71,15,100,200,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
300,4378.78,60.81639,1.21369,0.47689,11.64517,8.3471,72,5,200,700,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
341,8800.95,123.95704,1.51782,1.33080,25.01189,6.0242,71,30,100,800,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
256,4378.78,60.81639,1.21369,0.47689,11.64517,8.3471,72,25,200,600,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
94,2407.01,33.90155,1.10952,0.26268,6.48614,8.4549,71,55,400,200,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
318,4602.65,63.92569,1.22579,0.57376,12.73665,7.3536,72,35,300,700,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
156,4378.78,60.81639,1.21369,0.47689,11.64517,8.3471,72,5,200,400,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
253,4378.78,60.81639,1.21369,0.47689,11.64517,8.3471,72,10,200,600,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
222,4602.65,63.92569,1.22579,0.57376,12.73665,7.3536,72,35,300,500,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
229,2407.01,33.90155,1.10952,0.26268,6.48614,8.4549,71,10,400,500,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
190,2407.01,33.90155,1.10952,0.26268,6.48614,8.4549,71,55,400,400,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
34,4602.65,63.92569,1.22579,0.57376,12.73665,7.3536,72,55,300,100,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
215,4378.78,60.81639,1.21369,0.47689,11.64517,8.3471,72,60,200,500,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
129,4602.65,63.92569,1.22579,0.57376,12.73665,7.3536,72,50,300,300,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
287,2407.01,33.90155,1.10952,0.26268,6.48614,8.4549,71,60,400,600,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
63,4378.78,60.81639,1.21369,0.47689,11.64517,8.3471,72,20,200,200,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
117,4378.78,60.81639,1.21369,0.47689,11.64517,8.3471,72,50,200,300,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
13,4378.78,60.81639,1.21369,0.47689,11.64517,8.3471,72,10,200,100,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
128,4602.65,63.92569,1.22579,0.57376,12.73665,7.3536,72,45,300,300,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
19,4378.78,60.81639,1.21369,0.47689,11.64517,8.3471,72,40,200,100,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
376,2407.01,33.90155,1.10952,0.26268,6.48614,8.4549,71,25,400,800,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
336,8800.95,123.95704,1.51782,1.33080,25.01189,6.0242,71,5,100,800,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
77,4602.65,63.92569,1.22579,0.57376,12.73665,7.3536,72,30,300,200,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
319,4602.65,63.92569,1.22579,0.57376,12.73665,7.3536,72,40,300,700,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
257,4378.78,60.81639,1.21369,0.47689,11.64517,8.3471,72,30,200,600,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
383,2407.01,33.90155,1.10952,0.26268,6.48614,8.4549,71,60,400,800,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
153,8800.95,123.95704,1.51782,1.33080,25.01189,6.0242,71,50,100,400,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
74,4602.65,63.92569,1.22579,0.57376,12.73665,7.3536,72,15,300,200,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
172,4602.65,63.92569,1.22579,0.57376,12.73665,7.3536,72,25,300,400,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
18,4378.78,60.81639,1.21369,0.47689,11.64517,8.3471,72,35,200,100,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
73,4602.65,63.92569,1.22579,0.57376,12.73665,7.3536,72,10,300,200,14,30,21,45,1,1,0,2,16385,60,120,1,1,0,0,0,0,30,0,0,150,1.5,1,1,50,16388,0,10,2.5,16385,0,1,SPXUSD,16385,14,100,0,15,2,0,1.5,14,1,50,1,0,1,1,1,2,0,100,50,1,abtg_news.csv,3,30,30,0,,1,0,0,1,1,1.5,20,1,20,1,770201,0,1
