Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpRangeMinutes,InpBufferPoints,InpMagic,InpSessionHour,InpSessionMin,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpMaxPosSimbolo,InpEntryMode,InpRangeMode,InpLevelTF,InpPrevWindowMin,InpOCTimeframe,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpMinRangePts,InpMaxRangePts,InpRetestOffsetPts,InpFadeOffsetPts,InpDelayMinutes,InpDelayDirMode,InpUseGapFill,InpGapMinPoints,InpGapMinRR,InpUseEmaFilter,InpEmaFast,InpEmaSlow,InpFilterTF,InpUseSupertrend,InpStAtrPeriod,InpStMultiplier,InpStTF,InpUseSupertrend3,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpUseVwapFilter,InpVwapTF,InpRiskPercent,InpSLMode,InpAtrSlMult,InpAtrPeriodMgmt,InpTP1_R,InpTP1_ClosePct,InpBreakevenAtTP1,InpBEatR,InpUseTrailing,InpTrailStartR,InpTrailMode,InpTrailTF,InpTrailAtrMult,InpTrailFixedPts,InpUseRoundLevels,InpRoundStep,InpRoundMinDistPts,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpSlippagePts,InpMinStopPts,InpSkipIfTight,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpUseAtrFilter,InpAtrFilterBars,InpAtrFilterMult,InpConfirmMode,InpMaxSpread,InpVerbose
55,16672.83,63.39479,1.38985,2.49897,12.18136,5.5330,263,-1.0809,-3580,-3579.98,40,500,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
190,5735.39,22.31669,1.12940,0.61991,4.02841,8.2020,257,-1.0668,-4282,-4281.67,55,100,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
10,5735.39,22.31669,1.12940,0.61991,4.02841,8.2020,257,-1.0668,-4282,-4281.67,55,100,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
235,16672.83,63.39479,1.38985,2.49897,12.18136,5.5330,263,-1.0809,-3580,-3579.98,40,500,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
100,3162.15,11.88778,1.06154,0.31727,2.65984,9.1591,266,-1.0391,-6161,-6160.84,25,900,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
325,489.99,2.06747,1.01048,0.06192,0.45591,7.6189,237,-1.0680,-3071,-3070.52,10,1300,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
280,3162.15,11.88778,1.06154,0.31727,2.65984,9.1591,266,-1.0391,-6161,-6160.84,25,900,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
146,2604.08,10.98768,1.05700,0.30535,2.49800,7.9727,237,-1.0584,-4091,-4090.77,15,1300,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
56,3801.80,15.20720,1.08470,0.39889,2.84695,8.5484,250,-1.0794,-3128,-3127.62,45,500,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
191,4491.62,17.40938,1.10946,0.67435,3.27247,6.0441,258,-1.0426,-4284,-4284.32,60,100,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
11,4491.62,17.40938,1.10946,0.67435,3.27247,6.0441,258,-1.0426,-4284,-4284.32,60,100,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
236,3801.80,15.20720,1.08470,0.39889,2.84695,8.5484,250,-1.0794,-3128,-3127.62,45,500,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
101,4669.99,18.45846,1.10291,0.56551,3.91766,7.7234,253,-1.0403,-6149,-6148.82,30,900,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
326,2604.08,10.98768,1.05700,0.30535,2.49800,7.9727,237,-1.0584,-4091,-4090.77,15,1300,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
281,4669.99,18.45846,1.10291,0.56551,3.91766,7.7234,253,-1.0403,-6149,-6148.82,30,900,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
147,-1450.39,-6.22485,0.96662,-0.17372,-1.41894,7.9642,233,-1.0330,-4095,-4094.61,20,1300,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
57,7386.16,29.90348,1.18740,0.97562,5.45218,6.7134,247,-1.0730,-2020,-3206.75,50,500,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
192,-10667.38,-37.82759,0.85832,-0.44551,-5.00000,21.5497,282,-1.0863,-6170,-6169.54,5,200,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
12,-10667.38,-37.82759,0.85832,-0.44551,-5.00000,21.5497,282,-1.0863,-6170,-6169.54,5,200,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
237,7386.16,29.90348,1.18740,0.97562,5.45218,6.7134,247,-1.0730,-2020,-3206.75,50,500,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
102,5809.91,23.90909,1.14036,0.77641,5.23722,6.6804,243,-1.0290,-3194,-3193.56,35,900,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
327,-1450.39,-6.22485,0.96662,-0.17372,-1.41894,7.9642,233,-1.0330,-4095,-4094.61,20,1300,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
282,5809.91,23.90909,1.14036,0.77641,5.23722,6.6804,243,-1.0290,-3194,-3193.56,35,900,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
148,-3424.82,-14.21087,0.92276,-0.35423,-3.40989,9.1547,241,-1.1012,-3989,-3988.62,25,1300,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
193,-5066.58,-18.90515,0.92307,-0.24355,-3.70514,18.4745,268,-1.1500,-4133,-4132.99,10,200,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
58,3169.63,12.99029,1.07860,0.56173,2.38191,5.2784,244,-1.0653,-2006,-3087.58,55,500,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
13,-5066.58,-18.90515,0.92307,-0.24355,-3.70514,18.4745,268,-1.1500,-4133,-4132.99,10,200,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
238,3169.63,12.99029,1.07860,0.56173,2.38191,5.2784,244,-1.0653,-2006,-3087.58,55,500,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
103,12456.34,51.05057,1.34608,2.11919,11.52155,5.0727,244,-1.0319,-3445,-3444.62,40,900,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
328,-3424.82,-14.21087,0.92276,-0.35423,-3.40989,9.1547,241,-1.1012,-3989,-3988.62,25,1300,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
283,12456.34,51.05057,1.34608,2.11919,11.52155,5.0727,244,-1.0319,-3445,-3444.62,40,900,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
194,2014.28,7.29812,1.03107,0.12133,1.43381,14.2756,276,-1.1511,-4633,-4632.70,15,200,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
149,65.15,0.29085,1.00179,0.00840,0.07038,7.2310,224,-1.0985,-4013,-4012.67,30,1300,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
59,447.58,1.84950,1.01154,0.08003,0.36501,5.3180,242,-1.0226,-2006,-3066.67,60,500,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
14,2014.28,7.29812,1.03107,0.12133,1.43381,14.2756,276,-1.1511,-4633,-4632.70,15,200,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
239,447.58,1.84950,1.01154,0.08003,0.36501,5.3180,242,-1.0226,-2006,-3066.67,60,500,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
329,65.15,0.29085,1.00179,0.00840,0.07038,7.2310,224,-1.0985,-4013,-4012.67,30,1300,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
104,-618.37,-2.65395,0.98430,-0.06817,-0.58994,8.4961,233,-1.0330,-3136,-3135.99,45,900,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
284,-618.37,-2.65395,0.98430,-0.06817,-0.58994,8.4961,233,-1.0330,-3136,-3135.99,45,900,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
60,705.30,2.61222,1.01067,0.04283,0.54603,14.8763,270,-1.0730,-3084,-3083.85,5,600,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
195,3851.99,13.90610,1.06578,0.32560,2.76857,10.4669,277,-1.1524,-4608,-4607.54,20,200,770112,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
15,3851.99,13.90610,1.06578,0.32560,2.76857,10.4669,277,-1.1524,-4608,-4607.54,20,200,770111,8,0,17,30,1,1,0,2,0,16385,60,0,120,1,0,0,0,200,0,30,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,0,1
