Pass,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades,Peggior Giornata %,Perdite Consecutive Max,Serie Perdente Peggiore,InpDelayMinutes,InpDelayDirMode,InpSessionHour,InpSessionMin,InpRangeMinutes,InpCloseHour,InpCloseMin,InpCloseAtEnd,InpOneTradePerDay,InpMaxPosSimbolo,InpEntryMode,InpRangeMode,InpLevelTF,InpPrevWindowMin,InpBufferPoints,InpOCTimeframe,InpPendingExpiryMin,InpAllowLong,InpAllowShort,InpMinRangePts,InpMaxRangePts,InpRetestOffsetPts,InpFadeOffsetPts,InpUseGapFill,InpGapMinPoints,InpGapMinRR,InpUseEmaFilter,InpEmaFast,InpEmaSlow,InpFilterTF,InpUseSupertrend,InpStAtrPeriod,InpStMultiplier,InpStTF,InpUseSupertrend3,InpUseCorrelation,InpCorrSymbol,InpCorrTF,InpCorrEmaFast,InpCorrEmaSlow,InpUseVwapFilter,InpVwapTF,InpRiskPercent,InpSLMode,InpAtrSlMult,InpAtrPeriodMgmt,InpTP1_R,InpTP1_ClosePct,InpBreakevenAtTP1,InpBEatR,InpUseTrailing,InpTrailStartR,InpTrailMode,InpTrailTF,InpTrailAtrMult,InpTrailFixedPts,InpUseRoundLevels,InpRoundStep,InpRoundMinDistPts,InpUseNewsFilter,InpNewsFile,InpNewsMinImpact,InpNewsBeforeMin,InpNewsAfterMin,InpNewsShiftMinutes,InpNewsCurrencies,InpNewsFlatten,InpSlippagePts,InpMinStopPts,InpSkipIfTight,InpUseVolumeFilter,InpVolMult,InpVolAvgBars,InpUseAtrFilter,InpAtrFilterBars,InpAtrFilterMult,InpConfirmMode,InpMagic,InpMaxSpread,InpVerbose
3,-729.62,-4.00890,0.83167,-0.56174,-5.00000,12.4430,182,-1.0767,-312,-312.04,15,1,8,0,35,17,30,1,1,0,4,0,16385,60,500,0,120,1,0,0,0,200,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,770101,0,1
0,-468.57,-2.58878,0.87917,-0.43437,-5.00000,10.5822,181,-1.0443,-470,-470.46,15,0,8,0,35,17,30,1,1,0,4,0,16385,60,500,0,120,1,0,0,0,200,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,770101,0,1
7,443.56,2.28639,1.09996,0.47490,4.65421,8.6486,194,-1.0351,-417,-416.53,30,2,8,0,35,17,30,1,1,0,4,0,16385,60,500,0,120,1,0,0,0,200,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,770101,0,1
4,-729.62,-4.00890,0.83167,-0.56174,-5.00000,12.4430,182,-1.0767,-312,-312.04,30,1,8,0,35,17,30,1,1,0,4,0,16385,60,500,0,120,1,0,0,0,200,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,770101,0,1
2,-638.19,-3.37667,0.85066,-0.52403,-5.00000,12.0843,189,-1.0515,-457,-456.96,45,0,8,0,35,17,30,1,1,0,4,0,16385,60,500,0,120,1,0,0,0,200,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,770101,0,1
6,443.56,2.28639,1.09996,0.47490,4.65421,8.6486,194,-1.0351,-417,-416.53,15,2,8,0,35,17,30,1,1,0,4,0,16385,60,500,0,120,1,0,0,0,200,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,770101,0,1
1,-468.57,-2.58878,0.87917,-0.43437,-5.00000,10.5822,181,-1.0443,-470,-470.46,30,0,8,0,35,17,30,1,1,0,4,0,16385,60,500,0,120,1,0,0,0,200,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,770101,0,1
5,-360.71,-1.92893,0.91664,-0.27931,-3.75823,12.4068,187,-1.0836,-313,-312.76,45,1,8,0,35,17,30,1,1,0,4,0,16385,60,500,0,120,1,0,0,0,200,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,770101,0,1
8,-1445.91,-8.26234,0.67018,-0.76375,-5.00000,18.7179,175,-1.0495,-459,-458.54,45,2,8,0,35,17,30,1,1,0,4,0,16385,60,500,0,120,1,0,0,0,200,0,0,150,1.5,0,14,200,16385,0,10,2.5,16385,0,0,SPXUSD,16385,14,100,0,15,1,0,1.5,14,1,50,1,0,1,0,1,5,2,410,0,100,50,0,abtg_news.csv,3,30,30,0,,1,0,0,1,0,1.5,20,0,20,1,0,770101,0,1
